Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Mike Evans,TAM,WR,29,4,4,29,20,0,0,0,0,0,0,316,3,50,69.6,0,0,0
A.J. Brown,PHI,WR,25,5,4,45,28,0,0,0,0,0,0,436,1,50,77.6,0,0,0
Zach Ertz,ARI,TE,32,5,5,41,28,0,0,0,0,0,0,229,2,37,64.9,0,0,0
Gabriel Davis,BUF,WR,23,4,4,20,11,0,0,0,0,0,0,309,3,49,59.9,0,0,0
Devin Duvernay,BAL,WR,25,5,5,20,17,0,0,0,22,0,5,226,3,49,65.8,0,0,0
Amari Cooper,CLE,WR,28,5,5,43,27,0,0,0,0,0,0,304,3,48,75.4,0,0,0
Cordarrelle Patterson,ATL,RB,31,4,3,7,4,0,0,0,340,3,58,28,0,55,58.8,0,0,0
Courtland Sutton,DEN,WR,27,5,5,46,29,0,0,0,5,0,1,417,1,48,77.2,0,0,0
Jeff Wilson,SFO,RB,27,5,3,9,8,0,0,0,375,2,74,70,0,55,62.5,0,1,1
CeeDee Lamb,DAL,WR,23,5,5,50,28,0,0,0,6,0,1,341,2,47,74.7,0,0,0
Gerald Everett,LAC,TE,28,5,5,29,17,0,0,0,0,0,0,213,2,33,50.3,0,0,0
Josh Reynolds,DET,WR,27,5,5,34,23,0,0,0,0,0,0,335,2,46,68.5,0,0,0
D.K. Metcalf,SEA,WR,25,5,5,43,28,0,0,0,0,0,0,372,2,45,73.2,0,2,2
David Njoku,CLE,TE,26,5,5,29,24,0,0,0,-6,0,1,289,1,32,56.3,0,1,1
Ja'Marr Chase,CIN,WR,22,5,5,53,32,0,0,0,2,0,4,343,2,45,76.5,0,1,1
Terry McLaurin,WAS,WR,27,6,6,37,22,0,0,0,18,0,3,367,1,45,66.5,0,1,0
Kareem Hunt,CLE,RB,27,5,0,16,14,0,0,0,247,2,57,83,1,51,65.0,0,0,0
Will Dissly,SEA,TE,26,5,5,15,14,0,0,0,0,0,0,137,3,32,45.7,0,0,0
Curtis Samuel,WAS,WR,26,6,5,50,34,0,0,0,51,0,8,287,2,44,77.8,0,1,1
Rhamondre Stevenson,NWE,RB,24,5,0,16,13,0,0,0,372,1,68,71,0,50,63.3,0,0,0
Tee Higgins,CIN,WR,23,5,5,28,20,0,0,0,0,0,0,315,2,44,63.5,0,0,0
Joe Mixon,CIN,RB,26,5,5,27,20,0,0,0,302,1,96,126,0,49,68.8,0,0,0
Antonio Gibson,WAS,RB,24,6,5,24,19,0,0,0,214,2,61,152,0,49,67.6,0,0,0
Pat Freiermuth,PIT,TE,24,5,4,32,20,0,0,0,0,0,0,235,1,30,49.5,0,0,0
Corey Davis,NYJ,WR,27,5,3,29,17,0,0,0,0,0,0,299,2,42,58.9,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Tyler Higbee,LAR,TE,29,5,5,48,33,0,0,0,0,0,0,290,0,29,62.0,0,0,0
DeVonta Smith,PHI,WR,24,5,5,38,28,0,0,0,0,0,0,353,1,41,69.3,0,0,0
Derek Carr,LVR,QB,31,5,5,0,0,1279,8,184,69,0,11,0,0,82,82.1,4,2,0
Drake London,ATL,WR,21,5,4,39,22,0,0,0,0,0,0,266,2,41,62.6,0,0,0
Hayden Hurst,CIN,TE,29,5,5,28,20,0,0,0,0,0,0,157,2,28,47.7,0,0,0
Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Kirk Cousins,MIN,QB,34,5,5,0,0,1327,7,198,23,1,7,0,0,81,81.4,5,1,0
Jahan Dotson,WAS,WR,22,4,3,22,12,0,0,0,-10,0,1,152,4,40,52.2,0,0,0
Tom Brady,TAM,QB,45,5,5,0,0,1409,7,207,-7,0,9,0,0,80,79.7,1,2,2
Daniel Jones,NYG,QB,25,5,5,0,0,848,3,132,230,2,41,0,0,77,76.9,2,1,1
Jacoby Brissett,CLE,QB,30,5,5,0,0,1060,5,161,112,1,21,0,0,74,73.6,3,0,0
Russell Wilson,DEN,QB,34,5,5,1,1,1254,4,170,73,1,17,1,0,74,74.6,3,1,0
Justin Fields,CHI,QB,23,6,6,0,0,869,4,115,282,1,54,0,0,73,73.0,5,7,1
Trevor Lawrence,JAX,QB,23,5,5,0,0,1232,8,181,58,0,14,0,0,73,73.1,4,4,4
Marcus Mariota,ATL,QB,29,5,5,0,0,926,4,123,156,2,37,0,0,71,70.6,4,7,3
Aaron Rodgers,GNB,QB,39,5,5,0,0,1157,8,168,9,0,8,0,0,69,69.2,3,3,2
Tua Tagovailoa,MIA,QB,24,4,4,0,0,1035,8,115,1,0,4,0,0,68,67.5,3,1,0
Ryan Tannehill,TEN,QB,34,5,5,0,0,965,6,126,23,1,15,0,0,65,64.9,3,1,0
Jimmy Garoppolo,SFO,QB,31,4,3,0,0,857,5,107,7,1,7,0,0,57,57.0,1,2,1
Matt Ryan,IND,QB,37,5,5,0,0,1376,5,195,13,0,10,0,0,56,56.3,7,11,3
Baker Mayfield,CAR,QB,27,5,5,0,0,962,4,153,40,1,14,0,0,54,54.5,4,6,1
Matthew Stafford,LAR,QB,34,5,5,0,0,1323,5,192,10,0,6,0,0,54,53.9,7,4,3
Davis Mills,HOU,QB,24,5,5,0,0,1048,5,166,2,0,6,0,0,52,52.1,4,4,1
Cooper Rush,DAL,QB,29,5,4,0,0,839,4,118,6,0,9,0,0,50,50.2,0,2,0
Damien Harris,NWE,RB,25,5,5,10,8,0,0,0,257,3,57,30,0,47,54.7,0,0,0
Joe Flacco,NYJ,QB,37,3,3,0,0,901,5,155,6,0,3,0,0,45,44.6,3,4,3
Tony Pollard,DAL,RB,25,5,1,13,7,0,0,0,248,2,44,71,0,44,50.9,0,0,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
D'Andre Swift,DET,RB,23,3,3,12,8,0,0,0,231,1,27,77,1,43,50.8,0,0,0
David Montgomery,CHI,RB,25,5,5,11,10,0,0,0,246,1,62,113,0,42,51.9,0,0,0
Jonathan Taylor,IND,RB,23,4,4,16,9,0,0,0,328,1,81,44,0,41,50.2,0,1,1
Mitchell Trubisky,PIT,QB,28,4,4,0,0,653,2,116,24,1,7,0,0,41,40.5,2,0,0
Garrett Wilson,NYJ,WR,22,5,3,43,23,0,0,0,-2,0,1,282,2,40,63.0,0,0,0
Ezekiel Elliott,DAL,RB,27,5,5,7,5,0,0,0,305,1,81,27,0,39,44.2,0,0,0
Najee Harris,PIT,RB,24,5,5,15,13,0,0,0,222,1,69,64,1,39,51.6,0,1,1
Allen Lazard,GNB,WR,27,4,4,25,16,0,0,0,0,0,0,209,3,39,54.9,0,0,0
Raheem Mostert,MIA,RB,30,5,3,12,7,0,0,0,260,1,57,65,0,39,45.5,0,0,0
Tyler Boyd,CIN,WR,28,5,3,23,15,23,0,1,0,0,0,234,2,38,53.3,0,0,0
Michael Carter,NYJ,RB,23,5,5,21,17,0,0,0,158,2,47,100,0,38,54.8,0,1,0
AJ Dillon,GNB,RB,24,5,1,14,9,0,0,0,245,1,63,69,0,37,46.4,0,0,0
Mac Jones,NWE,QB,24,3,3,0,0,786,2,97,37,1,14,0,0,37,37.1,5,1,1
James Conner,ARI,RB,27,5,5,19,14,0,0,0,200,1,54,103,0,36,50.3,0,1,0
Jerry Jeudy,DEN,WR,23,5,5,29,14,0,0,0,1,0,1,236,2,36,49.7,0,0,0
Devin Singletary,BUF,RB,25,5,5,23,18,0,0,0,171,0,40,145,1,36,53.6,0,1,1
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
Rashod Bateman,BAL,WR,23,4,3,22,11,0,0,0,0,0,0,243,2,34,45.3,0,1,1
Noah Brown,DAL,WR,26,5,5,29,19,0,0,0,0,0,0,279,1,34,52.9,0,0,0
Travis Etienne,JAX,RB,23,5,0,16,11,0,0,0,215,0,44,124,0,34,44.9,0,1,0
Isaiah McKenzie,BUF,WR,27,4,4,21,15,0,0,0,6,0,1,153,3,34,48.9,0,0,0
Michael Pittman Jr.,IND,WR,25,4,4,36,25,0,0,0,0,0,0,283,1,34,59.3,0,0,0
Chase Edmonds,MIA,RB,26,5,2,13,8,0,0,0,86,2,29,68,1,33,41.4,0,0,0
Dontrell Hilliard,TEN,RB,27,4,0,14,12,0,0,0,22,0,5,132,3,33,45.4,0,0,0
Mack Hollins,LVR,WR,29,5,4,29,17,4,0,1,0,0,0,273,1,33,50.5,0,0,0
Jakobi Meyers,NWE,WR,26,3,2,27,20,0,0,0,7,0,1,261,1,33,52.8,0,0,0
Romeo Doubs,GNB,WR,22,5,3,29,22,0,0,0,11,0,1,213,2,32,54.4,0,2,1
Zach Wilson,NYJ,QB,23,2,2,1,1,462,1,57,17,1,6,2,1,32,33.4,2,0,0
Melvin Gordon,DEN,RB,29,5,1,13,11,0,0,0,193,1,52,98,0,31,42.1,0,4,2
Adam Thielen,MIN,WR,32,5,5,35,25,0,0,0,0,0,0,248,1,31,55.8,0,0,0
Olamide Zaccheaus,ATL,WR,25,5,3,14,12,0,0,0,0,0,0,213,2,31,43.3,0,1,1
Brandon Aiyuk,SFO,WR,24,5,5,27,17,0,0,0,7,0,1,237,1,30,47.4,0,0,0
Brandin Cooks,HOU,WR,29,5,5,42,24,0,0,0,0,0,0,235,1,30,53.5,0,0,0
Diontae Johnson,PIT,WR,26,5,5,50,28,0,0,0,11,0,2,267,0,30,57.8,0,1,0
D.J. Moore,CAR,WR,25,5,5,37,17,0,0,0,39,0,5,197,1,30,46.6,0,0,0
Eno Benjamin,ARI,RB,23,5,0,17,12,0,0,0,136,1,30,97,0,29,41.3,0,0,0
Nico Collins,HOU,WR,23,5,3,27,15,0,0,0,0,0,0,272,0,27,42.2,0,0,0
J.K. Dobbins,BAL,RB,24,3,3,6,6,0,0,0,108,1,28,39,1,27,32.7,0,0,0
Darrell Henderson,LAR,RB,25,5,3,15,12,0,0,0,138,1,34,68,0,27,38.6,0,0,0
Marvin Jones,JAX,WR,32,5,4,30,18,0,0,0,0,0,0,208,1,27,44.8,0,0,0
Alvin Kamara,NOR,RB,27,3,3,17,11,0,0,0,203,0,47,110,0,27,38.3,0,2,2
Alexander Mattison,MIN,RB,24,5,0,11,8,0,0,0,94,1,29,58,1,27,35.2,0,0,0
Mo Alie-Cox,IND,TE,29,5,3,15,11,0,0,0,0,0,0,136,2,26,36.6,0,0,0
Greg Dortch,ARI,WR,24,5,2,24,21,0,0,0,0,0,0,204,1,26,47.4,0,0,0
J.D. McKissic,WAS,RB,29,6,0,33,24,0,0,0,85,0,19,159,0,26,50.4,0,0,0
Dante Pettis,CHI,WR,27,6,3,13,5,0,0,0,0,0,0,135,2,26,30.5,0,0,0
Marquez Valdes-Scantling,KAN,WR,28,5,4,31,19,0,0,0,-3,0,1,258,0,26,44.5,0,0,0
Javonte Williams,DEN,RB,22,4,4,22,16,0,0,0,204,0,47,76,0,26,42.0,0,1,1
Robert Woods,TEN,WR,30,5,4,28,17,0,0,0,0,0,0,204,1,26,43.4,0,0,0
Nelson Agholor,NWE,WR,29,5,3,19,14,0,0,0,0,0,0,225,1,25,38.5,0,2,2
Robbie Anderson,CAR,WR,29,5,4,27,13,0,0,0,0,0,0,206,1,25,37.6,0,1,1
Randall Cobb,GNB,WR,32,5,1,25,17,0,0,0,0,0,0,249,0,25,41.9,0,1,0
Tyler Conklin,NYJ,TE,27,5,5,30,21,0,0,0,0,0,0,192,1,25,46.2,0,2,0
Zay Jones,JAX,WR,27,4,3,32,22,0,0,0,0,0,1,185,1,25,46.5,0,0,0
Josh Palmer,LAC,WR,24,5,5,28,17,0,0,0,4,0,1,183,1,25,41.7,0,0,0
DeVante Parker,NWE,WR,29,5,5,16,8,0,0,0,0,0,0,189,1,25,32.9,0,0,0
George Pickens,PIT,WR,21,5,2,28,17,0,0,0,0,0,0,250,0,25,42.0,0,0,0
Rex Burkhead,HOU,RB,32,5,0,24,18,0,0,0,64,0,20,112,1,24,41.6,0,0,0
Andy Dalton,NOR,QB,35,2,2,0,0,423,2,52,7,0,8,0,0,24,23.6,1,1,1
Darnell Mooney,CHI,WR,25,6,6,33,17,0,0,0,0,0,0,241,0,24,41.1,0,0,0
Kenny Pickett,PIT,QB,24,2,1,0,0,447,0,65,25,2,7,0,0,24,24.4,4,1,0
JuJu Smith-Schuster,KAN,WR,26,5,5,35,22,0,0,0,0,0,0,257,0,24,45.7,0,2,1
Darren Waller,LVR,TE,30,5,4,24,16,0,0,0,0,0,0,175,1,24,39.5,0,0,0
Dyami Brown,WAS,WR,23,6,0,9,3,0,0,0,0,0,0,111,2,23,26.1,0,0,0
Russell Gage,TAM,WR,26,5,2,31,23,0,0,0,0,0,0,172,1,23,46.2,0,1,1
Daniel Bellinger,NYG,TE,22,5,4,12,10,0,0,0,2,1,1,101,1,22,32.3,0,0,0
Joshua Kelley,LAC,RB,25,5,0,10,7,0,0,0,104,1,23,56,0,22,29.0,0,0,0
Jerick McKinnon,KAN,RB,30,5,0,11,8,0,0,0,106,0,25,51,1,22,29.7,0,0,0
K.J. Osborn,MIN,WR,25,5,4,21,16,0,0,0,-1,0,1,159,1,22,37.8,0,0,0
Samaje Perine,CIN,RB,27,5,0,13,10,0,0,0,70,0,15,94,1,22,32.4,0,0,0
Alec Pierce,IND,WR,22,4,3,22,15,0,0,0,0,0,0,222,0,22,37.2,0,1,0
Kenneth Walker III,SEA,RB,22,4,0,7,6,0,0,0,146,1,23,14,0,22,28.0,0,0,0
Cam Akers,LAR,RB,23,5,2,5,2,0,0,0,151,1,51,18,0,21,22.9,0,1,1
Tyler Allgeier,ATL,RB,22,4,1,2,2,0,0,0,184,0,39,25,0,21,22.9,0,0,0
DeAndre Carter,LAC,WR,29,5,3,16,13,0,0,0,-5,0,1,175,1,21,34.0,0,1,1
Kenneth Gainwell,PHI,RB,23,5,0,8,4,0,0,0,72,2,18,21,0,21,25.3,0,0,0
Mecole Hardman,KAN,WR,24,5,4,17,12,0,0,0,3,0,2,144,1,21,32.7,0,0,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
Equanimeous St. Brown,CHI,WR,26,6,6,13,6,0,0,0,44,0,3,110,1,21,27.4,0,1,0
Jamal Agnew,JAX,WR,27,5,0,10,6,0,0,0,10,0,4,73,2,20,26.3,0,0,0
Mark Ingram,NOR,RB,33,5,2,6,6,0,0,0,144,1,38,17,0,20,26.1,0,2,2
Elijah Moore,NYJ,WR,22,5,5,29,16,0,0,0,-4,0,2,203,0,20,35.9,0,0,0
Isiah Pacheco,KAN,RB,22,5,0,0,0,0,0,0,140,1,29,0,0,20,20.0,0,2,0
Tevin Coleman,SFO,RB,29,2,0,3,3,0,0,0,23,1,8,44,1,19,21.7,0,0,0
Evan Engram,JAX,TE,28,5,4,26,19,0,0,0,0,0,1,168,0,19,37.8,0,0,0
O.J. Howard,HOU,TE,28,5,4,10,5,0,0,0,0,0,0,72,2,19,24.2,0,0,0
Jarvis Landry,NOR,WR,30,4,1,21,15,0,0,0,0,0,0,168,0,19,33.8,0,0,0
Donovan Peoples-Jones,CLE,WR,23,5,4,31,16,0,0,0,0,0,0,191,0,19,35.1,0,0,0
Irv Smith Jr.,MIN,TE,24,5,0,25,14,0,0,0,0,0,0,133,1,19,33.3,0,0,0
Robert Tonyan,GNB,TE,28,5,2,20,17,0,0,0,0,0,0,129,1,19,35.9,0,0,0
Braxton Berrios,NYJ,WR,27,5,0,9,7,2,1,1,35,1,4,42,0,18,24.8,0,0,0
Chase Claypool,PIT,WR,24,5,5,29,16,0,0,0,47,0,7,129,0,18,33.6,0,0,0
Colby Parkinson,SEA,TE,23,5,0,7,6,0,0,0,0,0,0,115,1,18,23.5,0,0,0
Craig Reynolds,DET,RB,26,5,0,6,6,0,0,0,83,0,17,98,0,18,24.1,0,0,0
Ben Skowronek,LAR,WR,25,5,5,24,18,0,0,0,0,0,0,181,0,18,36.1,0,0,0
James Cook,BUF,RB,23,5,0,7,4,0,0,0,89,1,17,37,0,17,20.6,0,1,1
Ashton Dulin,IND,WR,25,5,1,18,12,0,0,0,3,0,1,168,0,17,29.1,0,0,0
Noah Fant,SEA,TE,25,5,5,16,13,0,0,0,0,0,0,105,1,17,29.5,0,0,0
Allen Robinson,LAR,WR,29,5,5,23,12,0,0,0,0,0,0,107,1,17,28.7,0,0,0
Logan Thomas,WAS,TE,31,4,4,20,13,0,0,0,0,0,0,106,1,17,29.6,0,0,0
Jelani Woods,IND,TE,24,5,0,5,3,0,0,0,0,0,0,46,2,17,19.6,0,0,0
DJ Chark,DET,WR,26,3,3,18,7,0,0,0,0,0,0,98,1,16,22.8,0,0,0
Mike Gesicki,MIA,TE,27,5,0,12,9,0,0,0,0,0,0,101,1,16,25.1,0,0,0
Chris Godwin,TAM,WR,26,3,3,19,16,0,0,0,2,0,1,155,0,16,31.7,0,0,0
Richie James,NYG,WR,27,5,1,22,17,0,0,0,6,0,2,171,0,16,32.7,0,1,1
Kyle Juszczyk,SFO,RB,31,5,4,7,4,0,0,0,10,1,3,86,0,16,19.6,0,0,0
Khalil Shakir,BUF,WR,22,3,1,9,5,0,0,0,0,0,0,98,1,16,20.8,0,0,0
Rachaad White,TAM,RB,23,5,0,13,10,0,0,0,35,1,16,85,0,16,26.0,0,1,1
Darrel Williams,ARI,RB,27,5,0,5,2,0,0,0,94,1,16,3,0,16,17.7,0,0,0
Bailey Zappe,NWE,QB,23,2,1,0,0,287,2,36,5,0,5,0,0,16,16.0,1,2,1
Jordan Akins,HOU,TE,30,3,0,8,7,0,0,0,0,0,0,86,1,15,21.6,0,0,0
Kendrick Bourne,NWE,WR,27,5,1,13,10,0,0,0,14,0,2,139,0,15,25.3,0,1,0
KhaDarel Hodge,ATL,WR,27,5,1,12,8,0,0,0,0,0,0,128,0,15,22.8,0,0,0
Caleb Huntley,ATL,RB,24,3,0,0,0,0,0,0,93,1,19,0,0,15,15.3,0,0,0
Kyle Pitts,ATL,TE,22,4,4,22,10,0,0,0,0,0,0,150,0,15,25.0,0,0,0
Laviska Shenault Jr.,CAR,WR,24,2,0,2,2,0,0,0,0,0,1,90,1,15,17.0,0,0,0
Quez Watkins,PHI,WR,24,5,2,8,5,0,0,0,0,0,0,88,1,15,19.8,0,0,0
Brandon Bolden,LVR,RB,32,4,0,8,8,0,0,0,29,0,7,53,1,14,22.2,0,0,0
Treylon Burks,TEN,WR,22,4,2,16,10,0,0,0,12,0,2,129,0,14,24.1,0,0,0
Justice Hill,BAL,RB,25,4,0,4,4,0,0,0,125,0,19,19,0,14,18.4,0,0,0
Jauan Jennings,SFO,WR,25,5,1,17,10,0,0,0,0,0,0,138,0,14,23.8,0,0,0
Brian Robinson Jr.,WAS,RB,23,2,1,0,0,0,0,0,82,1,26,0,0,14,14.2,0,0,0
Eric Saubert,DEN,TE,28,5,2,13,7,0,0,0,0,0,0,83,1,14,21.3,0,0,0
Adam Trautman,NOR,TE,25,5,5,7,6,0,0,0,0,0,0,78,1,14,19.8,0,0,0
Jaylen Warren,PIT,RB,24,5,0,9,7,0,0,0,94,0,19,46,0,14,21.0,0,1,0
Nick Westbrook-Ikhine,TEN,WR,25,5,4,12,7,0,0,0,0,0,0,138,0,14,20.8,0,0,0
River Cracraft,MIA,WR,28,5,0,5,2,0,0,0,0,0,0,13,2,13,15.3,0,0,0
Jody Fortson,KAN,TE,27,5,0,3,2,0,0,0,0,0,0,11,2,13,15.1,0,0,0
Michael Gallup,DAL,WR,26,2,1,8,6,0,0,0,0,0,0,68,1,13,18.8,0,0,0
Nyheim Hines,IND,RB,26,5,4,21,18,0,0,0,14,0,9,118,0,13,31.2,0,1,0
Zander Horvath,LAC,RB,24,5,0,6,3,0,0,0,5,0,3,7,2,13,16.2,0,0,0
Juwan Johnson,NOR,TE,26,5,1,19,10,0,0,0,0,0,0,129,0,13,22.9,0,0,0
Latavius Murray,NOR,RB,32,1,0,1,1,0,0,0,57,1,11,8,0,13,13.5,0,0,0
Tre'Quan Smith,NOR,WR,26,3,1,11,6,0,0,0,0,0,0,133,0,13,19.3,0,0,0
Christian Watson,GNB,WR,23,4,1,11,7,0,0,0,19,1,3,52,0,13,20.1,0,0,0
Mike Boone,DEN,RB,27,5,0,8,5,0,0,0,58,0,10,58,0,12,16.6,0,0,0
Marquez Callaway,NOR,WR,24,5,1,10,6,0,0,0,0,0,0,62,1,12,18.2,0,0,0
Kylen Granson,IND,TE,24,5,2,18,12,0,0,0,0,0,0,121,0,12,24.1,0,0,0
Noah Gray,KAN,TE,23,5,0,10,5,0,0,0,1,1,1,55,0,12,16.6,0,0,0
Cole Kmet,CHI,TE,23,6,6,15,10,0,0,0,0,0,0,116,0,12,21.6,0,0,0
Trey Lance,SFO,QB,22,2,2,0,0,194,0,31,67,0,16,0,0,12,12.5,1,1,0
Breshad Perriman,TAM,WR,29,3,2,12,6,0,0,0,-7,0,2,89,1,12,18.2,0,2,1
Justin Watson,KAN,WR,26,5,0,6,3,0,0,0,0,0,0,60,1,12,15.0,0,0,0
Teddy Bridgewater,MIA,QB,30,3,1,0,0,193,1,26,11,0,1,0,0,11,10.8,1,0,0
Parris Campbell,IND,WR,25,5,4,15,11,0,0,0,0,0,0,112,0,11,22.2,0,0,0
Ross Dwelley,SFO,TE,27,5,0,4,2,0,0,0,0,0,0,49,1,11,12.9,0,0,0
Dawson Knox,BUF,TE,26,4,4,17,12,0,0,0,0,0,0,111,0,11,23.1,0,0,0
Chris Moore,HOU,WR,29,4,1,12,8,0,0,0,0,0,0,108,0,11,18.8,0,0,0
Chigoziem Okonkwo,TEN,TE,23,5,1,5,4,0,0,0,-4,0,1,49,1,11,14.5,0,0,0
Demarcus Robinson,BAL,WR,28,5,0,12,6,0,0,0,0,0,0,49,1,11,16.9,0,0,0
Shi Smith,CAR,WR,24,5,3,18,8,0,0,0,0,0,0,105,0,11,18.5,0,1,0
Durham Smythe,MIA,TE,27,5,5,7,6,0,0,0,1,1,1,50,0,11,17.1,0,0,0
Sammy Watkins,GNB,WR,29,2,2,7,6,0,0,0,0,0,0,111,0,11,17.1,0,0,0
Cameron Brate,TAM,TE,31,4,1,19,11,0,0,0,0,0,0,100,0,10,21.0,0,0,0
Reggie Gilliam,BUF,RB,25,5,0,6,4,0,0,0,0,0,0,39,1,10,13.9,0,0,0
Hunter Henry,NWE,TE,28,5,4,14,9,0,0,0,0,0,0,95,0,10,18.5,0,0,0
Zack Moss,BUF,RB,25,5,0,8,7,0,0,0,91,0,17,27,0,10,16.8,0,1,1
Geoff Swaim,TEN,TE,29,5,5,8,7,0,0,0,0,0,0,43,1,10,17.3,0,0,0
