Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Mike Williams,LAC,WR,28,8,8,60,38,0,0,0,0,0,0,510,3,69,107.0,0,0,0
Zay Jones,JAX,WR,27,11,10,86,60,0,0,0,21,0,3,578,1,68,127.9,0,0,0
Damien Harris,NWE,RB,25,9,8,16,13,0,0,0,383,3,84,75,0,64,76.8,0,0,0
Marquez Valdes-Scantling,KAN,WR,28,12,7,58,33,0,0,0,-3,0,1,586,1,64,97.3,0,0,0
Alec Pierce,IND,WR,22,12,9,60,32,0,0,0,0,0,0,510,2,63,95.0,0,1,0
Eno Benjamin,2TM,RB,23,11,3,33,24,0,0,0,299,2,70,184,0,62,86.3,0,0,0
DeAndre Carter,LAC,WR,29,12,7,53,39,0,0,0,-5,0,1,466,3,62,101.1,0,1,1
Melvin Gordon,DEN,RB,29,10,6,32,25,0,0,0,318,2,90,223,0,62,87.1,0,5,2
Darnell Mooney,CHI,WR,25,12,12,61,40,0,0,0,2,0,1,493,2,62,101.5,0,0,0
Rachaad White,TAM,RB,23,12,3,42,35,0,0,0,314,1,83,221,1,62,96.5,0,2,2
Diontae Johnson,PIT,WR,26,12,12,105,61,0,0,0,23,0,6,565,0,61,121.8,0,1,0
Nico Collins,HOU,WR,23,10,7,66,37,0,0,0,0,0,0,481,2,60,97.1,0,0,0
Brandin Cooks,HOU,WR,29,10,10,71,44,0,0,0,7,0,2,520,1,59,102.7,0,0,0
Olamide Zaccheaus,ATL,WR,25,13,9,44,32,0,0,0,7,0,2,478,2,59,90.5,0,1,1
Corey Davis,NYJ,WR,27,9,7,47,25,0,0,0,0,0,0,445,2,57,81.5,0,0,0
Darrell Henderson,LAR,RB,25,10,7,22,17,0,0,0,283,3,70,102,0,57,73.5,0,0,0
Cooper Rush,DAL,QB,29,8,5,0,0,1051,5,161,6,0,9,0,0,57,56.6,3,2,0
Chase Claypool,2TM,WR,24,13,11,72,44,1,1,1,59,0,9,422,1,56,100.1,0,1,1
Dontrell Hilliard,TEN,RB,27,11,1,26,21,0,0,0,145,0,22,177,4,56,77.2,0,0,0
David Njoku,CLE,TE,26,9,9,52,41,0,0,0,-6,0,1,464,2,56,96.8,0,1,1
Jahan Dotson,WAS,WR,22,8,6,35,19,0,0,0,-7,0,2,233,5,55,73.6,0,0,0
Jerick McKinnon,KAN,RB,30,12,0,42,31,0,0,0,200,0,47,247,2,55,85.7,0,1,1
Evan Engram,JAX,TE,28,12,9,59,42,0,0,0,0,0,1,386,2,53,94.6,0,0,0
Kenneth Gainwell,PHI,RB,23,12,0,19,13,0,0,0,183,4,41,95,0,52,64.8,0,0,0
Hayden Hurst,CIN,TE,29,12,12,63,48,0,0,0,0,0,0,400,2,52,100.0,0,0,0
Allen Robinson,LAR,WR,29,10,10,52,33,0,0,0,0,0,0,339,3,52,84.9,0,0,0
Cam Akers,LAR,RB,23,10,4,7,3,0,0,0,334,3,101,18,0,51,54.2,0,1,1
James Cook,BUF,RB,23,12,0,24,15,0,0,0,323,1,60,151,0,51,66.4,0,1,1
Mike Gesicki,MIA,TE,27,12,1,37,24,0,0,0,0,0,0,269,4,51,74.9,0,0,0
Marvin Jones,JAX,WR,32,11,7,57,32,0,0,0,0,0,0,385,2,51,82.5,0,0,0
Mitchell Trubisky,PIT,QB,28,5,4,0,0,797,3,128,29,1,13,0,0,51,50.8,2,0,0
Noah Fant,SEA,TE,25,12,11,46,37,0,0,0,0,0,0,382,2,50,87.2,0,0,0
DeVante Parker,NWE,WR,29,11,9,38,23,0,0,0,0,0,0,436,1,50,72.6,0,0,0
Josh Reynolds,DET,WR,27,9,8,46,29,0,0,0,0,0,0,376,2,50,78.6,0,0,0
Dalton Schultz,DAL,TE,26,10,10,52,35,0,0,0,0,0,0,343,3,50,85.3,0,1,1
Treylon Burks,TEN,WR,22,8,4,37,25,0,0,0,12,0,2,359,1,49,74.1,0,0,0
Romeo Doubs,GNB,WR,22,9,7,50,31,0,0,0,11,0,1,314,3,49,79.5,0,2,1
Alexander Mattison,MIN,RB,24,12,0,16,13,0,0,0,174,3,48,78,1,49,62.2,0,0,0
Will Dissly,SEA,TE,26,12,12,33,30,0,0,0,0,0,0,297,3,48,77.7,0,0,0
Michael Gallup,DAL,WR,26,9,6,49,28,0,0,0,0,0,0,297,3,48,75.7,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Kyle Pitts,ATL,TE,22,10,10,59,28,0,0,0,0,0,0,356,2,48,75.6,0,0,0
Trent Sherfield,MIA,WR,26,12,3,38,25,0,0,0,0,0,0,355,2,48,72.5,0,0,0
Marquise Goodwin,SEA,WR,32,10,1,27,20,0,0,0,7,0,1,282,3,47,66.9,0,0,0
Rondale Moore,ARI,WR,22,8,8,56,41,0,0,0,-5,0,6,414,1,47,87.9,0,0,0
Nick Westbrook-Ikhine,TEN,WR,25,12,9,33,19,0,0,0,0,0,0,347,2,47,65.7,0,0,0
Hunter Henry,NWE,TE,28,12,11,39,25,0,0,0,0,0,0,336,2,46,70.6,0,0,0
Joe Flacco,NYJ,QB,37,3,3,0,0,901,5,155,6,0,3,0,0,45,44.6,3,4,3
Dawson Knox,BUF,TE,26,11,11,43,33,0,0,0,0,0,0,327,2,45,77.7,0,0,0
Quez Watkins,PHI,WR,24,12,6,30,22,0,0,0,-3,0,1,296,3,45,67.3,0,1,1
Noah Brown,DAL,WR,26,11,11,47,30,0,0,0,0,0,0,399,1,44,73.9,0,1,1
Tyler Higbee,LAR,TE,29,12,12,78,50,0,0,0,0,0,0,444,0,44,94.4,0,0,0
Chris Moore,HOU,WR,29,11,2,40,27,0,0,0,5,0,2,314,2,44,70.9,0,0,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
Greg Dortch,ARI,WR,24,11,2,39,34,0,0,0,4,0,2,324,2,43,76.8,0,1,1
Caleb Huntley,ATL,RB,24,11,0,2,2,0,0,0,364,1,75,3,0,43,44.7,0,1,0
Cade Otton,TAM,TE,23,11,7,45,32,0,0,0,0,0,0,309,2,43,74.9,0,0,0
Robert Tonyan,GNB,TE,28,13,3,56,45,0,0,0,0,0,0,372,1,43,88.2,0,0,0
Jordan Akins,HOU,TE,30,10,2,32,24,0,0,0,0,0,0,321,2,42,66.1,0,1,1
Foster Moreau,LVR,TE,25,10,9,44,25,0,0,0,2,0,0,316,2,42,66.8,0,1,1
Mike White,NYJ,QB,27,2,2,0,0,684,3,85,9,1,6,0,0,42,42.3,2,0,0
Nelson Agholor,NWE,WR,29,11,4,35,25,0,0,0,0,0,0,327,2,41,65.7,0,2,2
Keenan Allen,LAC,WR,30,5,5,35,22,0,0,0,0,0,0,308,2,41,62.8,0,1,1
Randall Cobb,GNB,WR,32,9,1,40,26,0,0,0,0,0,0,349,1,41,66.9,0,1,0
Chase Edmonds,2TM,RB,26,10,2,19,11,0,0,0,135,2,46,96,1,41,52.1,0,0,0
Rashid Shaheed,NOR,WR,24,8,2,15,12,0,0,0,50,1,3,239,1,41,52.9,0,1,0
Austin Hooper,TEN,TE,28,12,2,38,27,0,0,0,0,0,0,279,2,40,66.9,0,0,0
Julio Jones,TAM,WR,33,7,3,31,17,0,0,0,32,0,4,246,2,40,56.8,0,0,0
Demarcus Robinson,BAL,WR,28,12,3,50,33,0,0,0,0,0,0,338,1,40,72.8,0,0,0
Robert Woods,TEN,WR,30,12,10,61,33,0,0,0,0,0,0,357,1,40,72.7,0,1,1
Rashod Bateman,BAL,WR,23,6,5,28,15,0,0,0,0,0,0,285,2,39,53.5,0,1,1
Terrace Marshall Jr.,CAR,WR,22,9,5,34,18,0,0,0,0,0,0,328,1,39,56.8,0,0,0
K.J. Osborn,MIN,WR,25,12,8,52,30,0,0,0,6,0,3,262,2,39,68.8,0,0,0
Kalif Raymond,DET,WR,28,12,5,46,32,0,0,0,24,0,5,382,0,39,70.6,0,3,1
Equanimeous St. Brown,CHI,WR,26,13,13,33,17,0,0,0,54,0,6,280,1,39,56.4,0,1,0
P.J. Walker,CAR,QB,27,6,5,0,0,731,3,106,39,0,6,0,0,39,39.1,3,0,0
Jelani Woods,IND,TE,24,11,0,26,17,0,0,0,0,0,0,205,3,39,55.5,0,1,0
Bailey Zappe,NWE,QB,23,4,2,1,1,781,5,92,0,0,10,-6,0,39,39.6,3,4,3
Greg Dulcich,DEN,TE,22,7,3,37,25,0,0,0,0,0,0,319,1,38,62.9,0,0,0
Richie James,NYG,WR,27,12,2,38,31,0,0,0,6,0,2,300,2,37,67.6,0,3,3
Daniel Bellinger,NYG,TE,22,8,7,23,21,0,0,0,2,1,1,176,2,36,56.8,0,0,0
Damiere Byrd,ATL,WR,29,10,3,17,10,0,0,0,0,0,0,241,2,36,46.1,0,0,0
Gus Edwards,BAL,RB,27,4,3,2,0,0,0,0,195,3,49,0,0,36,35.5,0,1,1
Jauan Jennings,SFO,WR,25,11,1,41,26,0,0,0,0,0,0,303,1,36,62.3,0,1,0
Isaiah Likely,BAL,TE,22,11,1,37,22,0,0,0,0,0,0,236,2,36,57.6,0,0,0
Dante Pettis,CHI,WR,27,13,4,25,14,0,0,0,37,0,2,202,2,36,49.9,0,1,0
Ben Skowronek,LAR,WR,25,12,9,50,31,0,0,0,17,1,1,284,0,36,67.1,0,0,0
Jamal Agnew,JAX,WR,27,10,0,21,15,0,0,0,32,0,6,119,3,35,50.1,0,0,0
Jarvis Landry,NOR,WR,30,8,3,38,25,0,0,0,0,0,0,272,1,35,60.2,0,1,0
Elijah Moore,NYJ,WR,22,11,7,42,22,0,0,0,2,0,4,291,1,35,57.3,0,0,0
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
Jaylen Warren,PIT,RB,24,11,0,20,18,0,0,0,195,0,39,151,0,35,52.6,0,1,0
Mark Ingram,NOR,RB,33,10,3,18,16,0,0,0,233,1,62,68,0,34,50.1,0,2,2
Laviska Shenault Jr.,CAR,WR,24,8,1,20,17,0,0,0,50,1,6,167,1,34,50.7,0,0,0
Justin Watson,KAN,WR,26,12,3,22,13,0,0,0,0,0,0,221,2,34,47.1,0,0,0
Braxton Berrios,NYJ,WR,27,12,2,22,15,2,1,1,91,2,9,82,0,33,48.4,0,1,0
DJ Chark,DET,WR,26,6,5,30,14,0,0,0,0,0,0,212,2,33,47.2,0,0,0
Jamycal Hasty,JAX,RB,26,12,0,15,12,0,0,0,120,1,25,90,1,33,45.0,0,0,0
Chigoziem Okonkwo,TEN,TE,23,12,5,25,15,0,0,0,-4,0,1,275,1,33,48.1,0,0,0
Tre'Quan Smith,NOR,WR,26,11,4,26,18,0,0,0,0,0,0,272,1,33,51.2,0,0,0
Deon Jackson,IND,RB,23,12,2,22,20,0,0,0,136,1,44,124,0,32,52.0,0,0,0
Rex Burkhead,HOU,RB,32,11,0,37,28,0,0,1,83,0,24,164,1,31,58.7,0,0,0
Noah Gray,KAN,TE,23,12,6,25,19,0,0,0,1,1,1,189,1,31,50.0,0,0,0
Nyheim Hines,2TM,RB,26,12,5,33,27,0,0,0,28,1,22,218,0,31,57.6,0,1,0
Russell Gage,TAM,WR,26,8,4,41,30,0,0,0,0,0,0,242,1,30,60.2,0,1,1
Kyle Juszczyk,SFO,RB,31,11,8,20,16,0,0,0,14,1,5,167,1,30,46.1,0,0,0
Teddy Bridgewater,MIA,QB,30,4,1,0,0,522,3,60,21,0,2,0,0,29,29.0,3,0,0
Kendall Hinton,DEN,WR,25,10,4,25,19,0,0,0,13,0,1,273,0,29,47.6,0,0,0
J.D. McKissic,WAS,RB,29,8,0,40,27,0,0,0,95,0,22,173,0,29,55.8,0,0,0
Wan'Dale Robinson,NYG,WR,21,6,3,31,23,0,0,0,-1,0,2,227,1,29,51.6,0,0,0
Irv Smith Jr.,MIN,TE,24,7,0,33,22,0,0,0,0,0,0,168,2,29,50.8,0,1,0
Mo Alie-Cox,IND,TE,29,13,9,23,17,0,0,0,0,0,0,183,2,28,45.3,0,1,1
Tutu Atwell,LAR,WR,23,8,1,12,6,0,0,0,32,0,5,187,1,28,33.9,0,0,0
J.K. Dobbins,BAL,RB,24,4,4,6,6,0,0,0,123,1,35,39,1,28,34.2,0,0,0
KhaDarel Hodge,ATL,WR,27,13,1,19,12,0,0,0,0,0,0,197,1,28,39.7,0,0,0
Kylen Granson,IND,TE,24,12,4,38,29,0,0,0,0,0,1,268,0,27,55.8,0,1,0
Joshua Kelley,LAC,RB,25,8,0,14,9,0,0,0,138,1,32,72,0,27,36.0,0,0,0
Logan Thomas,WAS,TE,31,10,9,40,24,0,0,0,0,0,0,210,1,27,51.0,0,0,0
