Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Ja'Marr Chase,CIN,WR,22,11,11,121,79,0,0,0,8,0,5,960,8,141,219.8,0,2,2
Joe Mixon,CIN,RB,26,13,13,70,55,0,0,0,787,6,199,400,2,167,221.7,0,0,0
Travis Etienne,JAX,RB,23,16,11,43,33,0,0,0,1108,5,213,299,0,167,199.7,0,5,3
Geno Smith,SEA,QB,32,16,16,0,0,4069,29,541,315,1,64,0,0,290,290.3,9,8,4
Terry McLaurin,WAS,WR,27,16,16,114,74,0,0,0,29,0,7,1117,4,139,212.6,0,1,0
Daniel Jones,NYG,QB,25,16,16,0,0,3205,15,472,708,7,120,0,0,289,289.0,5,6,3
Kenneth Walker III,SEA,RB,22,14,10,34,26,0,0,0,936,9,199,155,0,163,189.1,0,0,0
D.J. Moore,CAR,WR,25,16,16,114,62,0,0,0,53,0,10,878,7,135,197.1,0,0,0
Trevor Lawrence,JAX,QB,23,16,16,0,0,3901,24,552,294,5,58,0,0,285,285.4,8,11,8
D.K. Metcalf,SEA,WR,25,16,16,133,87,0,0,0,0,0,0,1008,6,133,219.8,0,2,2
Evan Engram,JAX,TE,28,16,13,94,69,0,0,0,13,0,2,739,4,101,170.2,0,0,0
Kirk Cousins,MIN,QB,34,16,16,0,0,4322,28,623,97,2,31,0,0,279,278.6,14,7,3
James Conner,ARI,RB,27,13,13,58,46,0,0,0,782,7,183,300,1,154,200.2,0,3,1
Cooper Kupp,LAR,WR,29,9,9,98,75,0,0,1,52,1,9,812,6,126,201.4,0,2,1
Leonard Fournette,TAM,RB,27,15,9,82,72,0,0,1,668,3,189,519,3,153,224.7,1,0,0
Garrett Wilson,NYJ,WR,22,16,11,130,74,0,0,1,4,0,4,1014,4,124,197.8,0,2,1
Jared Goff,DET,QB,28,16,16,1,1,4214,29,553,68,0,27,5,0,274,274.9,7,6,4
Juwan Johnson,NOR,TE,26,15,11,64,41,0,0,0,0,0,0,487,7,91,131.7,0,0,0
Gabriel Davis,BUF,WR,23,14,14,83,45,0,0,0,0,0,0,797,7,120,164.7,0,1,1
Jerry Jeudy,DEN,WR,23,14,13,94,62,0,0,0,1,0,1,818,6,118,179.9,0,0,0
Alvin Kamara,NOR,RB,27,14,12,75,56,0,0,0,790,2,200,487,2,144,199.7,0,4,4
Chris Olave,NOR,WR,22,14,9,107,67,0,0,0,0,0,0,982,3,116,183.2,0,1,1
Chris Godwin,TAM,WR,26,14,12,135,98,0,0,0,5,0,3,968,3,115,213.3,0,1,1
David Montgomery,CHI,RB,25,15,15,40,34,0,0,0,780,5,194,316,1,142,175.6,0,2,2
Cole Kmet,CHI,TE,23,16,16,64,46,0,0,0,9,0,2,487,6,86,131.6,0,1,0
Pat Freiermuth,PIT,TE,24,15,8,96,63,0,0,0,0,0,0,732,2,85,148.2,0,0,0
Zay Jones,JAX,WR,27,15,14,115,78,0,0,0,18,0,4,802,5,114,192.0,0,0,0
Tom Brady,TAM,QB,45,16,16,1,0,4610,24,716,-1,1,29,0,0,264,264.3,9,5,4
Curtis Samuel,WAS,WR,26,16,11,91,63,0,0,0,191,1,37,658,4,113,175.9,0,1,1
Devin Singletary,BUF,RB,25,15,15,51,37,0,0,0,790,5,170,277,1,139,175.7,0,2,2
Dalton Schultz,DAL,TE,26,14,14,80,53,0,0,0,0,0,0,544,5,82,135.4,0,1,1
Christian Watson,GNB,WR,23,13,10,60,36,0,0,0,68,2,5,507,7,112,147.5,0,0,0
Dallas Goedert,PHI,TE,27,11,11,62,49,0,0,0,0,0,0,656,3,82,130.6,0,1,1
Mike Williams,LAC,WR,28,12,12,88,59,0,0,0,0,0,0,863,4,110,169.3,0,0,0
Dameon Pierce,HOU,RB,22,13,13,39,30,0,0,0,939,4,220,165,1,136,166.4,0,4,2
Tory Carter,TEN,,23,9,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Deebo Samuel,SFO,WR,26,12,11,91,54,0,0,0,228,3,41,612,2,110,164.0,0,3,2
Alex Armah,WAS,,28,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Dawson Knox,BUF,TE,26,14,14,63,46,0,0,0,0,0,0,504,5,80,126.4,0,0,0
Justin Herbert,LAC,QB,24,16,16,2,2,4466,23,662,148,0,52,-10,0,260,262.4,10,7,3
Lamar Jackson,BAL,QB,25,12,12,0,0,2242,17,326,764,3,112,0,0,236,236.1,7,5,2
Tua Tagovailoa,MIA,QB,24,13,13,0,0,3548,25,400,70,0,23,0,0,231,230.9,8,6,1
Aaron Rodgers,GNB,QB,39,16,16,0,0,3490,25,515,84,1,31,0,0,228,228.0,11,8,4
Derek Carr,LVR,QB,31,15,15,0,0,3522,24,502,102,0,24,0,0,219,219.1,14,4,0
Russell Wilson,DEN,QB,34,14,14,1,1,3241,13,459,259,3,47,1,0,202,202.6,10,6,2
Kyler Murray,ARI,QB,25,11,11,0,0,2368,14,390,418,3,67,0,0,201,200.5,7,8,2
Marcus Mariota,ATL,QB,29,13,13,0,0,2219,15,300,438,4,85,0,0,197,196.6,9,8,3
Dak Prescott,DAL,QB,29,11,11,0,0,2732,22,357,166,1,39,0,0,190,189.9,14,4,1
Jacoby Brissett,CLE,QB,30,15,11,0,0,2608,12,369,243,2,49,0,0,169,168.6,6,6,4
Jimmy Garoppolo,SFO,QB,31,11,10,0,0,2437,16,308,33,2,23,0,0,165,164.8,4,3,2
Andy Dalton,NOR,QB,35,13,13,0,0,2700,17,353,52,0,29,0,0,163,163.2,9,5,1
Ryan Tannehill,TEN,QB,34,12,12,0,0,2536,13,325,98,2,34,0,0,161,161.2,6,3,2
Davis Mills,HOU,QB,24,14,14,0,0,2820,14,441,102,2,31,0,0,159,159.0,13,8,3
Matt Ryan,IND,QB,37,12,12,0,0,3057,14,461,70,1,27,0,0,155,155.3,13,15,5
Mac Jones,NWE,QB,24,13,13,0,0,2754,11,402,97,1,43,0,0,154,153.9,8,5,1
AJ Dillon,GNB,RB,24,16,3,40,28,0,0,0,737,7,177,206,0,136,164.3,0,1,0
Kenny Pickett,PIT,QB,24,12,11,0,0,2209,6,360,236,3,52,0,0,136,136.0,9,3,1
D'Andre Swift,DET,RB,23,13,8,63,41,0,0,0,517,5,93,328,3,135,175.5,0,1,0
Jerick McKinnon,KAN,RB,30,16,0,68,54,0,0,0,285,1,70,512,8,134,187.7,0,1,1
Raheem Mostert,MIA,RB,30,15,13,40,29,0,0,0,820,3,170,212,2,131,160.2,0,1,1
Tyler Allgeier,ATL,RB,22,15,6,17,16,0,0,0,900,3,186,139,1,130,145.9,0,0,0
Jeff Wilson,2TM,RB,27,15,7,35,20,0,0,0,788,5,160,183,1,129,149.1,0,3,2
Cordarrelle Patterson,ATL,RB,31,12,11,28,19,0,0,0,677,7,139,121,0,126,144.8,0,1,1
Antonio Gibson,WAS,RB,24,15,6,58,46,0,0,0,546,3,149,353,2,120,165.9,0,1,0
D'Onta Foreman,CAR,RB,26,16,8,9,5,0,0,0,846,5,191,26,0,119,124.2,0,1,0
Jonathan Taylor,IND,RB,23,11,11,40,28,0,0,0,861,4,192,143,0,118,146.4,0,3,3
Cam Akers,LAR,RB,23,14,8,15,10,0,0,0,682,7,167,93,0,116,125.5,0,2,2
Taylor Heinicke,WAS,QB,29,9,9,0,0,1859,12,259,96,1,28,0,0,116,116.0,6,7,5
Baker Mayfield,2TM,QB,27,11,9,0,0,2016,10,309,73,1,26,0,0,116,115.9,7,9,2
Carson Wentz,WAS,QB,30,8,7,0,0,1755,11,276,86,1,22,0,0,113,112.8,9,6,1
Isiah Pacheco,KAN,RB,22,16,10,14,13,0,0,0,766,4,162,130,0,110,122.6,0,4,2
Latavius Murray,2TM,RB,32,12,6,34,26,0,0,0,657,5,156,117,0,109,135.4,0,0,0
Michael Pittman Jr.,IND,WR,25,15,15,136,96,0,0,0,30,0,2,895,3,109,204.5,0,2,1
Matthew Stafford,LAR,QB,34,9,9,0,0,2087,10,303,9,1,13,0,0,108,108.4,8,5,3
Allen Lazard,GNB,WR,27,14,14,94,56,0,0,0,0,0,0,747,5,105,160.7,0,0,0
Tyler Boyd,CIN,WR,28,15,13,75,53,23,0,1,0,0,0,711,5,104,157.0,0,0,0
Khalil Herbert,CHI,RB,24,12,1,10,8,0,0,0,681,4,119,58,1,104,111.9,0,0,0
Jakobi Meyers,NWE,WR,26,13,12,89,64,0,0,0,-11,0,2,772,5,104,168.1,0,2,2
Brian Robinson Jr.,WAS,RB,23,12,9,12,9,0,0,0,797,2,205,60,1,104,112.7,0,2,0
JuJu Smith-Schuster,KAN,WR,26,15,13,99,76,0,0,0,0,0,0,898,3,104,179.8,0,3,2
Adam Thielen,MIN,WR,32,16,16,104,68,0,0,0,0,0,0,708,5,103,170.8,0,0,0
Donovan Peoples-Jones,CLE,WR,23,16,13,92,59,0,0,0,2,0,1,797,3,102,160.9,0,1,1
Samaje Perine,CIN,RB,27,15,2,50,37,0,0,0,376,2,89,283,4,102,138.9,0,0,0
George Pickens,PIT,WR,21,16,11,78,49,0,0,0,24,1,3,729,3,101,150.3,0,0,0
Zach Wilson,NYJ,QB,23,9,9,1,1,1688,6,242,102,1,28,2,1,98,98.9,7,1,1
Breece Hall,NYJ,RB,21,7,2,31,19,0,0,0,463,4,80,218,1,96,115.1,0,1,1
Mack Hollins,LVR,WR,29,16,15,91,55,4,0,1,40,0,4,675,4,96,150.7,0,0,0
Drake London,ATL,WR,21,16,14,109,66,0,0,0,0,0,0,746,4,95,160.6,0,3,3
Josh Palmer,LAC,WR,24,15,11,101,68,0,0,0,4,0,1,730,3,91,159.4,0,1,0
Kareem Hunt,CLE,RB,27,16,0,40,32,0,0,0,455,3,119,195,1,89,121.0,0,1,0
Diontae Johnson,PIT,WR,26,16,16,137,84,0,0,0,25,0,7,844,0,89,172.9,0,1,0
Marquise Brown,ARI,WR,25,11,10,103,66,0,0,0,1,0,1,702,3,88,154.3,0,1,0
Jahan Dotson,WAS,WR,22,11,9,57,32,0,0,0,-7,0,2,451,7,88,120.4,0,0,0
DeAndre Hopkins,ARI,WR,30,9,9,96,64,0,0,0,0,0,0,717,3,88,151.7,0,2,1
Rachaad White,TAM,RB,23,16,7,58,50,0,0,0,466,1,125,290,2,88,137.6,0,3,3
Brock Purdy,SFO,QB,23,8,4,0,0,1196,10,150,6,1,18,0,0,86,86.4,4,0,0
Courtland Sutton,DEN,WR,27,14,14,102,61,0,0,0,5,0,1,796,1,86,147.1,0,0,0
Michael Carter,NYJ,RB,23,15,9,51,39,0,0,0,398,3,111,287,0,85,123.5,0,2,1
Sam Darnold,CAR,QB,25,5,5,0,0,1100,7,125,74,2,20,0,0,85,85.4,1,4,2
K.J. Osborn,MIN,WR,25,16,9,84,55,0,0,0,6,0,3,533,5,84,138.9,0,0,0
Darius Slayton,NYG,WR,25,15,11,71,46,0,0,0,0,0,0,724,2,82,128.4,0,2,1
Clyde Edwards-Helaire,KAN,RB,23,10,6,23,17,0,0,0,302,3,71,151,3,81,98.3,0,0,0
James Cook,BUF,RB,23,15,0,30,19,0,0,0,462,2,80,174,1,80,98.6,0,1,1
Parris Campbell,IND,WR,25,16,15,82,57,0,0,0,32,0,4,581,3,79,136.3,0,0,0
Devin Duvernay,BAL,WR,25,14,13,49,37,0,0,0,84,1,12,407,3,79,116.1,0,1,0
James Robinson,2TM,RB,24,11,5,14,11,0,0,0,425,3,110,51,2,78,88.6,0,1,0
Marquez Valdes-Scantling,KAN,WR,28,16,10,75,39,0,0,0,-3,0,1,660,2,78,116.7,0,0,0
Tyler Higbee,LAR,TE,29,16,16,101,68,0,0,0,0,0,0,587,3,77,144.7,0,0,0
Keenan Allen,LAC,WR,30,9,9,78,58,0,0,0,8,0,1,650,2,76,133.8,0,1,1
Richie James,NYG,WR,27,16,4,70,57,0,0,0,6,0,2,569,4,76,132.5,0,3,3
Isaiah McKenzie,BUF,WR,27,14,7,62,40,0,0,0,55,1,9,404,4,76,115.9,0,0,0
Gerald Everett,LAC,TE,28,15,10,82,55,0,0,0,0,0,1,547,3,75,129.7,0,0,0
J.K. Dobbins,BAL,RB,24,8,8,8,7,0,0,0,520,2,92,42,1,74,81.2,0,0,0
David Njoku,CLE,TE,26,13,13,75,54,0,0,0,-8,0,2,586,3,74,127.8,0,1,1
Mitchell Trubisky,PIT,QB,28,7,5,0,0,1252,4,180,38,2,19,0,0,74,73.9,5,0,0
Kenyan Drake,BAL,RB,28,11,5,21,15,0,0,0,422,3,93,70,1,73,88.2,0,1,0
Tyler Conklin,NYJ,TE,27,16,15,83,56,0,0,0,3,0,2,539,3,72,128.2,0,2,0
Brandin Cooks,HOU,WR,29,12,12,87,52,0,0,0,7,0,2,593,2,72,124.0,0,0,0
Noah Brown,DAL,WR,26,15,13,68,42,0,0,0,0,0,0,545,3,71,112.5,0,1,1
Noah Fant,SEA,TE,25,16,15,59,46,0,0,0,0,0,0,466,4,71,116.6,0,0,0
Zach Ertz,ARI,TE,32,10,10,69,47,0,0,0,0,0,0,406,4,69,115.6,0,0,0
Mecole Hardman,KAN,WR,24,8,5,34,25,0,0,0,31,2,4,297,4,69,93.8,0,1,0
Damien Harris,NWE,RB,25,10,8,19,16,0,0,0,414,3,93,93,0,69,84.7,0,0,0
Marvin Jones,JAX,WR,32,15,10,75,44,0,0,0,0,0,0,500,3,68,112.0,0,0,0
Rashid Shaheed,NOR,WR,24,11,5,30,25,0,0,0,50,1,3,454,2,68,93.4,0,1,0
Deshaun Watson,CLE,QB,27,5,5,0,0,872,5,141,131,1,30,0,0,68,68.0,3,0,0
DJ Chark,DET,WR,26,10,9,48,27,0,0,0,0,0,0,488,3,67,93.8,0,0,0
Chuba Hubbard,CAR,RB,23,14,2,16,14,0,0,0,397,2,74,171,0,67,80.8,0,2,1
Alec Pierce,IND,WR,22,15,11,74,38,0,0,0,0,0,0,551,2,67,105.1,0,1,0
Russell Gage,TAM,WR,26,12,4,64,48,0,0,0,0,0,0,411,4,65,113.1,0,1,1
Michael Gallup,DAL,WR,26,13,10,68,38,0,0,0,0,0,0,414,4,65,103.4,0,0,0
Chris Moore,HOU,WR,29,15,6,68,46,0,0,0,5,0,2,526,2,65,111.1,0,0,0
Eno Benjamin,3TM,RB,23,14,3,34,25,0,0,0,310,2,75,193,0,64,89.3,0,0,0
DeAndre Carter,LAC,WR,29,16,7,60,43,0,0,0,-15,0,2,495,3,64,107.0,0,2,1
Corey Davis,NYJ,WR,27,12,9,61,31,0,0,0,0,0,0,519,2,64,94.9,0,0,0
Josh Reynolds,DET,WR,27,13,11,57,37,0,0,0,0,0,0,463,3,64,101.3,0,0,0
Marquise Goodwin,SEA,WR,32,13,2,42,27,0,0,0,5,0,2,387,4,63,90.2,0,0,0
Isaiah Hodgins,2TM,WR,24,10,5,48,37,0,0,0,0,0,0,392,4,63,100.2,0,1,1
Kalif Raymond,DET,WR,28,16,6,58,43,0,0,0,36,0,7,550,0,63,105.6,0,3,1
Mike Gesicki,MIA,TE,27,16,1,46,28,0,0,0,0,0,0,316,5,62,89.6,0,0,0
Melvin Gordon,DEN,RB,29,10,6,32,25,0,0,0,318,2,90,223,0,62,87.1,0,5,2
Darnell Mooney,CHI,WR,25,12,12,61,40,0,0,0,2,0,1,493,2,62,101.5,0,0,0
Kenneth Gainwell,PHI,RB,23,16,0,28,22,0,0,0,205,4,48,162,0,61,82.7,0,0,0
Jaylen Warren,PIT,RB,24,15,0,29,25,0,0,0,343,1,71,207,0,61,86.0,0,1,0
Nico Collins,HOU,WR,23,10,7,66,37,0,0,0,0,0,0,481,2,60,97.1,0,0,0
Romeo Doubs,GNB,WR,22,12,7,65,42,0,0,0,11,0,1,425,3,60,101.6,0,2,1
Olamide Zaccheaus,ATL,WR,25,16,12,54,36,0,0,0,7,0,2,496,2,60,96.3,0,1,1
Jordan Akins,HOU,TE,30,14,3,46,33,0,0,0,0,0,0,425,3,59,91.5,0,1,1
Treylon Burks,TEN,WR,22,10,5,47,29,0,0,0,47,0,4,425,1,59,88.2,0,0,0
Hunter Henry,NWE,TE,28,16,13,52,35,0,0,0,0,0,0,467,2,59,93.7,0,0,0
Robert Woods,TEN,WR,30,16,14,86,49,0,0,0,0,0,0,487,2,59,107.7,0,1,1
Gus Edwards,BAL,RB,27,8,3,2,0,0,0,0,417,3,83,0,0,58,57.7,0,1,1
Nick Westbrook-Ikhine,TEN,WR,25,16,13,49,25,0,0,0,0,0,0,397,3,58,82.7,0,0,0
Greg Dortch,ARI,WR,24,15,4,60,48,0,0,0,29,0,5,437,2,57,104.6,0,1,1
Darrell Henderson,LAR,RB,25,10,7,22,17,0,0,0,283,3,70,102,0,57,73.5,0,0,0
Cooper Rush,DAL,QB,29,8,5,0,0,1051,5,161,6,0,9,0,0,57,56.6,3,2,0
Mike White,NYJ,QB,27,4,4,0,0,1192,3,175,9,1,6,0,0,57,56.6,4,2,1
Chase Claypool,2TM,WR,24,14,11,73,44,1,1,1,59,0,9,422,1,56,100.1,0,1,1
Dontrell Hilliard,TEN,RB,27,12,1,26,21,0,0,0,145,0,22,177,4,56,77.2,0,0,0
Robert Tonyan,GNB,TE,28,16,3,64,50,0,0,0,0,0,0,441,2,56,106.1,0,0,0
Alexander Mattison,MIN,RB,24,16,0,17,14,0,0,0,229,3,64,85,1,55,69.4,0,0,0
Chigoziem Okonkwo,TEN,TE,23,16,7,42,29,0,0,0,2,0,3,408,2,55,84.0,0,0,0
Chase Edmonds,2TM,RB,26,12,3,24,16,0,0,0,200,2,59,157,1,54,69.7,0,0,0
Trent Sherfield,MIA,WR,26,16,4,51,30,0,0,0,0,0,0,417,2,54,83.7,0,0,0
Will Dissly,SEA,TE,26,15,15,38,34,0,0,0,0,0,0,349,3,53,86.9,0,0,0
Greg Dulcich,DEN,TE,22,10,6,55,33,0,0,0,0,0,0,411,2,53,86.1,0,0,0
Austin Hooper,TEN,TE,28,16,2,56,37,0,0,0,0,0,0,406,2,53,89.6,0,0,0
Terrace Marshall Jr.,CAR,WR,22,13,8,44,26,0,0,0,0,0,0,467,1,53,78.7,0,2,0
Demarcus Robinson,BAL,WR,28,16,4,66,46,0,0,0,0,0,0,434,2,53,99.4,0,2,1
Darren Waller,LVR,TE,30,8,6,37,26,0,0,0,0,0,0,353,3,53,79.3,0,0,0
Hayden Hurst,CIN,TE,29,12,12,63,48,0,0,0,0,0,0,400,2,52,100.0,0,0,0
DeVante Parker,NWE,WR,29,12,10,40,25,0,0,0,0,0,0,460,1,52,77.0,0,0,0
Allen Robinson,LAR,WR,29,10,10,52,33,0,0,0,0,0,0,339,3,52,84.9,0,0,0
Foster Moreau,LVR,TE,25,14,13,53,32,0,0,0,2,0,0,410,2,51,83.2,0,1,1
Cade Otton,TAM,TE,23,15,10,64,41,0,0,0,0,0,0,386,2,51,91.6,0,0,0
Jamycal Hasty,JAX,RB,26,16,0,25,20,0,0,0,189,2,43,126,1,50,69.5,0,0,0
Tyler Huntley,BAL,QB,24,6,4,0,0,658,2,112,137,1,43,0,0,50,50.0,3,3,0
Elijah Moore,NYJ,WR,22,15,8,64,36,0,0,0,5,0,5,435,1,50,86.0,0,0,0
Quez Watkins,PHI,WR,24,16,8,47,31,0,0,0,1,0,3,340,3,50,81.1,0,1,1
Kendrick Bourne,NWE,WR,27,15,2,43,31,0,0,0,39,0,6,389,1,49,79.8,0,2,0
Van Jefferson,LAR,WR,26,10,8,37,21,0,0,0,0,0,0,308,3,49,69.8,0,0,0
Joshua Kelley,LAC,RB,25,12,1,21,13,0,0,0,269,2,64,95,0,48,61.4,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Kyle Pitts,ATL,TE,22,10,10,59,28,0,0,0,0,0,0,356,2,48,75.6,0,0,0
Jelani Woods,IND,TE,24,14,2,36,24,0,0,0,0,0,0,303,3,48,72.3,0,1,0
Jamal Agnew,JAX,WR,27,14,0,29,22,0,0,0,86,0,12,179,3,47,68.5,0,0,0
Randall Cobb,GNB,WR,32,12,3,48,32,0,0,0,0,0,0,406,1,47,78.6,0,1,0
Trenton Irwin,CIN,WR,27,8,2,21,14,0,0,0,11,0,1,219,4,47,61.0,0,0,0
Jauan Jennings,SFO,WR,25,15,4,54,34,0,0,0,0,0,0,406,1,47,80.6,0,1,0
Rondale Moore,ARI,WR,22,8,8,56,41,0,0,0,-5,0,6,414,1,47,87.9,0,0,0
Julio Jones,TAM,WR,33,10,5,43,24,0,0,0,45,0,5,299,2,46,70.4,0,0,0
Brock Wright,DET,TE,24,16,9,23,18,0,0,0,0,0,0,216,4,46,63.6,0,0,0
Daniel Bellinger,NYG,TE,22,12,11,35,30,0,0,0,2,1,1,268,2,45,75.0,0,1,1
Isaiah Likely,BAL,TE,22,15,1,47,28,0,0,0,0,0,0,270,3,45,73.0,0,0,0
Laviska Shenault Jr.,CAR,WR,24,12,3,31,26,0,0,0,64,1,8,264,1,45,70.8,0,0,0
Ben Skowronek,LAR,WR,25,14,11,61,39,0,0,0,17,1,1,376,0,45,84.3,0,0,0
Nelson Agholor,NWE,WR,29,15,7,52,31,0,0,0,0,0,0,362,2,44,75.2,0,2,2
Deon Jackson,IND,RB,23,15,2,26,24,0,0,0,201,1,60,134,1,44,67.5,0,1,1
Zonovan Knight,NYJ,RB,21,6,4,14,13,0,0,0,278,1,73,100,0,44,56.8,0,1,0
Ray-Ray McCloud,SFO,WR,26,16,2,25,14,0,0,0,78,1,4,243,1,44,58.1,0,2,0
Dante Pettis,CHI,WR,27,16,7,35,17,0,0,0,37,0,2,226,3,44,61.3,0,1,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
Joe Flacco,NYJ,QB,37,4,3,0,0,902,5,158,6,0,3,0,0,43,42.7,3,5,4
Caleb Huntley,ATL,RB,24,12,0,2,2,0,0,0,366,1,76,3,0,43,44.9,0,1,0
Equanimeous St. Brown,CHI,WR,26,15,15,37,20,0,0,0,54,0,6,320,1,43,63.4,0,1,0
Tyquan Thornton,NWE,WR,22,12,8,43,21,0,0,0,16,1,3,234,2,43,64.0,0,0,0
Noah Gray,KAN,TE,23,16,8,33,27,0,0,0,1,1,1,285,1,41,67.6,0,0,0
Braxton Berrios,NYJ,WR,27,16,2,32,18,2,1,1,91,2,9,145,0,40,57.7,0,1,0
Rex Burkhead,HOU,RB,32,15,0,49,36,0,0,1,80,0,26,203,1,40,76.3,0,0,0
Colby Parkinson,SEA,TE,23,16,1,31,23,0,0,0,0,0,0,275,2,40,62.5,0,0,0
Shi Smith,CAR,WR,24,16,6,40,22,0,0,0,0,0,0,296,2,40,61.6,0,4,1
Rashod Bateman,BAL,WR,23,6,5,28,15,0,0,0,0,0,0,285,2,39,53.5,0,1,1
Damiere Byrd,ATL,WR,29,13,4,22,12,0,0,0,0,0,0,268,2,39,50.8,0,0,0
Nyheim Hines,2TM,RB,26,15,5,37,30,0,0,0,33,1,24,241,1,39,69.4,0,2,0
P.J. Walker,CAR,QB,27,6,5,0,0,731,3,106,39,0,6,0,0,39,39.1,3,0,0
Bailey Zappe,NWE,QB,23,4,2,1,1,781,5,92,0,0,10,-6,0,39,39.6,3,4,3
