Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Jamaal Williams,DET,RB,27,14,7,13,9,0,0,0,839,14,217,57,0,172,180.6,0,3,2
Jaylen Waddle,MIA,WR,24,14,14,101,62,0,0,0,17,0,2,1117,7,153,215.4,0,1,1
Aaron Jones,GNB,RB,28,14,14,63,52,0,0,0,937,2,181,364,5,170,222.1,0,4,2
CeeDee Lamb,DAL,WR,23,14,14,124,81,0,0,0,47,0,10,1087,6,149,230.4,0,0,0
Rhamondre Stevenson,NWE,RB,24,14,5,73,60,0,0,0,914,5,183,381,1,166,225.5,0,1,0
Justin Fields,CHI,QB,23,13,13,0,0,2048,15,274,1000,8,143,0,0,270,269.9,10,15,1
Amon-Ra St. Brown,DET,WR,23,13,13,119,89,0,0,0,95,0,8,974,6,143,231.9,0,0,0
Taysom Hill,NOR,TE,32,13,8,11,7,216,2,17,449,5,68,66,2,110,117.1,0,2,0
Tyler Lockett,SEA,WR,30,14,14,108,78,0,0,0,0,0,0,964,8,140,218.4,0,2,2
Joe Mixon,CIN,RB,26,12,12,61,48,0,0,0,722,6,183,357,2,156,203.9,0,0,0
Trevor Lawrence,JAX,QB,23,14,14,0,0,3520,24,500,239,4,49,0,0,263,262.7,7,9,7
Christian Kirk,JAX,WR,26,14,14,116,73,0,0,1,7,0,4,966,7,137,210.3,0,1,1
Geno Smith,SEA,QB,32,14,14,0,0,3671,26,472,281,1,56,0,0,261,260.9,8,7,4
Ja'Marr Chase,CIN,WR,22,10,10,110,71,0,0,0,8,0,5,881,8,135,205.9,0,1,1
Mark Andrews,BAL,TE,27,13,13,99,61,0,0,0,8,0,3,702,5,103,164.0,0,1,0
Amari Cooper,CLE,WR,28,14,14,115,67,0,0,1,0,0,0,932,7,133,200.2,1,0,0
T.J. Hockenson,2TM,TE,25,14,12,100,65,0,0,0,0,0,0,730,4,99,164.0,0,1,1
Ezekiel Elliott,DAL,RB,27,12,11,20,16,0,0,0,774,10,188,86,0,146,162.0,0,0,0
Tee Higgins,CIN,WR,23,14,12,93,65,0,0,0,0,0,0,894,6,127,192.4,0,0,0
Cooper Kupp,LAR,WR,29,9,9,98,75,0,0,1,52,1,9,812,6,126,201.4,0,2,1
D.K. Metcalf,SEA,WR,25,14,14,119,79,0,0,0,0,0,0,924,6,124,203.4,0,2,2
Najee Harris,PIT,RB,24,14,14,40,32,4,0,1,790,6,211,165,2,142,173.7,0,2,1
George Kittle,SFO,TE,29,12,12,64,46,0,0,0,0,0,0,593,6,93,139.3,0,1,1
Kirk Cousins,MIN,QB,34,14,14,0,0,3818,24,544,58,2,27,0,0,247,246.5,11,5,2
Terry McLaurin,WAS,WR,27,14,14,104,68,0,0,0,17,0,6,1015,3,121,189.2,0,1,0
Garrett Wilson,NYJ,WR,22,14,9,110,67,0,0,1,4,0,4,966,4,121,188.0,0,1,0
Kenneth Walker III,SEA,RB,22,12,8,31,23,0,0,0,696,9,150,148,0,138,161.4,0,0,0
Dameon Pierce,HOU,RB,22,13,13,39,30,0,0,0,939,4,220,165,1,136,166.4,0,4,2
DeVonta Smith,PHI,WR,24,14,14,103,71,0,0,0,0,0,0,901,5,118,189.1,0,1,1
Brandon Aiyuk,SFO,WR,24,14,14,90,60,0,0,0,7,0,1,774,7,118,178.1,0,1,1
Travis Etienne,JAX,RB,23,14,9,37,27,0,0,0,917,4,182,238,0,136,162.5,0,5,3
Evan Engram,JAX,TE,28,14,11,84,61,0,0,0,0,0,1,610,4,87,148.0,0,0,0
Leonard Fournette,TAM,RB,27,13,9,68,59,0,0,1,568,3,159,410,3,132,190.8,1,0,0
Juwan Johnson,NOR,TE,26,13,9,55,35,0,0,0,0,0,0,416,7,84,118.6,0,0,0
David Montgomery,CHI,RB,25,13,13,33,28,0,0,0,694,5,172,282,1,132,159.6,0,1,1
Justin Herbert,LAC,QB,24,14,14,2,2,4019,21,603,145,0,46,-10,0,238,240.3,9,6,2
Chris Olave,NOR,WR,22,13,8,102,63,0,0,0,0,0,0,940,3,112,175.0,0,1,1
Gabriel Davis,BUF,WR,23,13,13,77,42,0,0,0,0,0,0,752,6,111,153.2,0,0,0
Lamar Jackson,BAL,QB,25,12,12,0,0,2242,17,326,764,3,112,0,0,236,236.1,7,5,2
Zay Jones,JAX,WR,27,13,12,106,74,0,0,0,21,0,3,764,5,111,184.5,0,0,0
Deebo Samuel,SFO,WR,26,12,11,91,54,0,0,0,228,3,41,612,2,110,164.0,0,3,2
James Conner,ARI,RB,27,11,11,47,36,0,0,0,624,6,152,228,1,125,161.2,0,3,1
Daniel Jones,NYG,QB,25,14,14,0,0,2694,12,406,583,5,105,0,0,232,232.1,4,5,3
Mike Evans,TAM,WR,29,13,13,108,64,0,0,0,0,0,0,888,3,107,170.8,0,0,0
Christian Watson,GNB,WR,23,11,8,47,29,0,0,0,68,2,5,447,7,106,134.5,0,0,0
Pat Freiermuth,PIT,TE,24,13,7,82,53,0,0,0,0,0,0,630,2,75,128.0,0,0,0
Cole Kmet,CHI,TE,23,14,14,55,39,0,0,0,9,0,2,433,5,74,113.2,0,1,0
Jerry Jeudy,DEN,WR,23,12,11,76,49,0,0,0,1,0,1,663,6,102,151.4,0,0,0
Devin Singletary,BUF,RB,25,14,14,48,35,0,0,0,684,4,158,258,1,120,155.2,0,2,2
D.J. Moore,CAR,WR,25,14,14,97,51,0,0,0,45,0,9,678,5,102,153.3,0,0,0
Tyler Boyd,CIN,WR,28,14,12,71,50,23,0,1,0,0,0,690,5,102,151.9,0,0,0
Curtis Samuel,WAS,WR,26,14,10,84,57,0,0,0,189,1,36,600,3,101,157.9,0,1,1
Dawson Knox,BUF,TE,26,13,13,58,43,0,0,0,0,0,0,466,4,71,113.6,0,0,0
Alvin Kamara,NOR,RB,27,12,11,70,53,0,0,0,641,1,164,446,2,119,171.7,0,4,4
Dallas Goedert,PHI,TE,27,9,9,53,43,0,0,0,0,0,0,544,3,70,113.4,0,1,1
Jonathan Taylor,IND,RB,23,11,11,40,28,0,0,0,861,4,192,143,0,118,146.4,0,3,3
Tory Carter,TEN,,23,9,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Alex Armah,WAS,,28,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Adam Thielen,MIN,WR,32,14,14,95,66,0,0,0,0,0,0,686,5,101,166.6,0,0,0
Jared Goff,DET,QB,28,14,14,1,1,3604,23,482,51,0,23,5,0,226,226.8,7,5,3
Tua Tagovailoa,MIA,QB,24,12,12,0,0,3238,24,375,70,0,22,0,0,221,220.5,5,4,1
Tom Brady,TAM,QB,45,14,14,1,0,3897,20,623,-6,0,24,0,0,215,215.3,7,5,4
Derek Carr,LVR,QB,31,14,14,0,0,3348,23,472,88,0,21,0,0,213,212.7,11,4,0
Kyler Murray,ARI,QB,25,11,11,0,0,2368,14,390,418,3,67,0,0,201,200.5,7,8,2
Aaron Rodgers,GNB,QB,39,14,14,0,0,3093,23,453,64,0,23,0,0,198,198.1,10,7,4
Marcus Mariota,ATL,QB,29,13,13,0,0,2219,15,300,438,4,85,0,0,197,196.6,9,8,3
Russell Wilson,DEN,QB,34,12,12,1,1,2805,11,394,215,1,41,1,0,170,170.8,6,5,1
Jacoby Brissett,CLE,QB,30,14,11,0,0,2608,12,369,241,2,48,0,0,168,168.4,6,6,4
Jimmy Garoppolo,SFO,QB,31,11,10,0,0,2437,16,308,33,2,23,0,0,165,164.8,4,3,2
Ryan Tannehill,TEN,QB,34,12,12,0,0,2536,13,325,98,2,34,0,0,161,161.2,6,3,2
Andy Dalton,NOR,QB,35,11,11,0,0,2403,17,316,55,0,26,0,0,156,155.6,7,3,1
Matt Ryan,IND,QB,37,12,12,0,0,3057,14,461,70,1,27,0,0,155,155.3,13,15,5
Dak Prescott,DAL,QB,29,9,9,0,0,2103,17,281,114,1,30,0,0,148,147.5,11,2,0
Davis Mills,HOU,QB,24,12,12,0,0,2440,13,373,61,2,23,0,0,140,139.7,12,5,2
Mac Jones,NWE,QB,24,11,11,0,0,2310,7,336,97,1,39,0,0,120,120.1,8,5,1
Antonio Gibson,WAS,RB,24,14,6,55,44,0,0,0,536,3,144,332,2,117,160.8,0,1,0
AJ Dillon,GNB,RB,24,14,3,36,26,0,0,0,660,5,154,194,0,115,141.4,0,1,0
Raheem Mostert,MIA,RB,30,13,11,29,19,0,0,0,746,3,153,146,1,113,132.2,0,0,0
Kenny Pickett,PIT,QB,24,10,9,0,0,1797,4,294,225,3,44,0,0,112,112.4,8,3,1
Jeff Wilson,2TM,RB,27,13,7,26,16,0,0,0,706,4,136,149,1,112,127.5,0,3,2
Cordarrelle Patterson,ATL,RB,31,10,9,19,12,0,0,0,618,6,122,65,0,108,120.3,0,1,1
Matthew Stafford,LAR,QB,34,9,9,0,0,2087,10,303,9,1,13,0,0,108,108.4,8,5,3
D'Andre Swift,DET,RB,23,11,7,54,36,0,0,0,427,4,78,276,2,108,144.3,0,1,0
Taylor Heinicke,WAS,QB,29,8,8,0,0,1693,10,241,100,1,26,0,0,106,105.7,5,6,4
Jerick McKinnon,KAN,RB,30,14,0,59,46,0,0,0,274,1,63,429,5,106,152.3,0,1,1
Tyler Allgeier,ATL,RB,22,13,6,11,11,0,0,0,743,2,148,84,1,103,113.7,0,0,0
Khalil Herbert,CHI,RB,24,10,1,7,6,0,0,0,643,4,108,62,1,101,106.5,0,0,0
Samaje Perine,CIN,RB,27,14,2,46,34,0,0,0,373,2,85,264,4,100,133.7,0,0,0
JuJu Smith-Schuster,KAN,WR,26,13,12,92,71,0,0,0,0,0,0,850,3,99,170.0,0,3,2
Chris Godwin,TAM,WR,26,12,11,116,81,0,0,0,5,0,3,785,3,97,178.0,0,0,0
Carson Wentz,WAS,QB,30,6,6,0,0,1489,10,232,79,0,19,0,0,97,97.5,6,6,1
Breece Hall,NYJ,RB,21,7,2,31,19,0,0,0,463,4,80,218,1,96,115.1,0,1,1
Latavius Murray,2TM,RB,32,10,4,25,21,0,0,0,567,5,136,95,0,96,117.2,0,0,0
Zach Wilson,NYJ,QB,23,8,8,1,1,1596,6,224,101,1,27,2,1,96,97.1,6,1,1
Michael Pittman Jr.,IND,WR,25,13,13,121,86,0,0,0,30,0,2,815,2,95,180.5,0,2,1
Baker Mayfield,2TM,QB,27,9,7,0,0,1654,8,262,63,1,21,0,0,94,94.5,7,7,1
Donovan Peoples-Jones,CLE,WR,23,14,12,84,57,0,0,0,2,0,1,782,2,94,151.4,0,1,1
D'Onta Foreman,CAR,RB,26,14,7,9,5,0,0,0,646,4,157,26,0,93,98.2,0,1,0
Allen Lazard,GNB,WR,27,12,12,77,46,0,0,0,0,0,0,627,5,93,138.7,0,0,0
Mike Williams,LAC,WR,28,10,10,74,48,0,0,0,0,0,0,693,4,93,141.3,0,0,0
Mack Hollins,LVR,WR,29,14,13,85,51,4,0,1,40,0,4,628,4,91,142.0,0,0,0
Isiah Pacheco,KAN,RB,22,14,8,10,10,0,0,0,677,3,139,80,0,90,99.7,0,4,2
Josh Palmer,LAC,WR,24,13,10,97,66,0,0,0,4,0,1,714,3,90,155.8,0,1,0
Brian Robinson Jr.,WAS,RB,23,10,8,10,9,0,0,0,652,2,159,60,1,89,98.2,0,2,0
DeAndre Hopkins,ARI,WR,30,8,8,86,63,0,0,0,0,0,0,713,3,87,150.3,0,2,1
Kareem Hunt,CLE,RB,27,14,0,36,28,0,0,0,447,3,110,182,1,87,114.9,0,1,0
George Pickens,PIT,WR,21,14,9,69,42,0,0,0,24,1,3,643,2,87,128.7,0,0,0
Drake London,ATL,WR,21,14,12,92,54,0,0,0,0,0,0,603,4,82,136.3,0,2,2
Clyde Edwards-Helaire,KAN,RB,23,10,6,23,17,0,0,0,302,3,71,151,3,81,98.3,0,0,0
Michael Carter,NYJ,RB,23,13,9,43,32,0,0,0,390,3,108,240,0,79,111.0,0,2,1
Devin Duvernay,BAL,WR,25,14,13,49,37,0,0,0,84,1,12,407,3,79,116.1,0,1,0
Diontae Johnson,PIT,WR,26,14,14,123,77,0,0,0,25,0,7,745,0,79,156.0,0,1,0
Jakobi Meyers,NWE,WR,26,11,10,73,52,0,0,0,-11,0,2,640,3,79,130.9,0,2,2
James Robinson,2TM,RB,24,11,5,14,11,0,0,0,425,3,110,51,2,78,88.6,0,1,0
Marquise Brown,ARI,WR,25,9,9,88,57,0,0,0,0,0,0,584,3,76,133.4,0,1,0
Isaiah McKenzie,BUF,WR,27,13,7,60,40,0,0,0,49,1,8,404,4,75,115.3,0,0,0
Darius Slayton,NYG,WR,25,13,9,62,40,0,0,0,0,0,0,631,2,75,115.1,0,1,0
Courtland Sutton,DEN,WR,27,12,12,89,52,0,0,0,5,0,1,688,1,75,127.3,0,0,0
Marquez Valdes-Scantling,KAN,WR,28,14,9,66,37,0,0,0,-3,0,1,632,2,75,111.9,0,0,0
Mitchell Trubisky,PIT,QB,28,7,5,0,0,1252,4,180,38,2,19,0,0,74,73.9,5,0,0
Kenyan Drake,BAL,RB,28,11,5,21,15,0,0,0,422,3,93,70,1,73,88.2,0,1,0
Parris Campbell,IND,WR,25,14,13,72,52,0,0,0,31,0,3,510,3,72,124.1,0,0,0
Rachaad White,TAM,RB,23,14,5,49,41,0,0,0,408,1,107,247,1,72,112.5,0,3,3
Jahan Dotson,WAS,WR,22,9,7,41,23,0,0,0,-7,0,2,338,6,71,94.1,0,0,0
Cam Akers,LAR,RB,23,12,6,11,7,0,0,0,441,4,125,54,0,70,76.5,0,2,2
David Njoku,CLE,TE,26,11,11,67,51,0,0,0,-8,0,2,551,3,70,121.3,0,1,1
K.J. Osborn,MIN,WR,25,14,9,73,45,0,0,0,6,0,3,457,4,70,115.3,0,0,0
Noah Brown,DAL,WR,26,13,11,62,40,0,0,0,0,0,0,533,3,69,109.3,0,1,1
Zach Ertz,ARI,TE,32,10,10,69,47,0,0,0,0,0,0,406,4,69,115.6,0,0,0
Mecole Hardman,KAN,WR,24,8,5,34,25,0,0,0,31,2,4,297,4,69,93.8,0,1,0
Gerald Everett,LAC,TE,28,13,9,79,52,0,0,0,0,0,1,532,2,67,119.2,0,0,0
Damien Harris,NWE,RB,25,9,8,16,13,0,0,0,383,3,84,75,0,64,76.8,0,0,0
DeAndre Carter,LAC,WR,29,14,7,57,41,0,0,0,-15,0,2,481,3,63,103.6,0,1,1
James Cook,BUF,RB,23,14,0,28,18,0,0,0,363,1,69,165,1,63,80.8,0,1,1
Marquise Goodwin,SEA,WR,32,12,1,38,27,0,0,0,5,0,2,387,4,63,90.2,0,0,0
Alec Pierce,IND,WR,22,13,10,64,32,0,0,0,0,0,0,510,2,63,95.0,0,1,0
Eno Benjamin,2TM,RB,23,12,3,33,24,0,0,0,300,2,73,184,0,62,86.4,0,0,0
Melvin Gordon,DEN,RB,29,10,6,32,25,0,0,0,318,2,90,223,0,62,87.1,0,5,2
Darnell Mooney,CHI,WR,25,12,12,61,40,0,0,0,2,0,1,493,2,62,101.5,0,0,0
Tyler Conklin,NYJ,TE,27,14,14,73,46,0,0,0,3,0,2,425,3,61,106.8,0,2,0
Chris Moore,HOU,WR,29,13,4,60,41,0,0,0,5,0,2,480,2,61,101.5,0,0,0
Josh Reynolds,DET,WR,27,11,10,52,34,0,0,0,0,0,0,427,3,61,94.7,0,0,0
Dalton Schultz,DAL,TE,26,12,12,66,43,0,0,0,0,0,0,445,3,61,103.5,0,1,1
Nico Collins,HOU,WR,23,10,7,66,37,0,0,0,0,0,0,481,2,60,97.1,0,0,0
Marvin Jones,JAX,WR,32,13,9,64,35,0,0,0,0,0,0,424,3,60,95.4,0,0,0
Keenan Allen,LAC,WR,30,7,7,58,42,0,0,0,0,0,0,486,2,59,100.6,0,1,1
Brandin Cooks,HOU,WR,29,10,10,71,44,0,0,0,7,0,2,520,1,59,102.7,0,0,0
J.K. Dobbins,BAL,RB,24,6,6,7,7,0,0,0,368,2,63,42,1,59,66.0,0,0,0
Noah Fant,SEA,TE,25,14,13,53,42,0,0,0,0,0,0,414,3,59,101.4,0,0,0
Olamide Zaccheaus,ATL,WR,25,14,10,47,32,0,0,0,7,0,2,478,2,59,90.5,0,1,1
Corey Davis,NYJ,WR,27,10,8,48,26,0,0,0,0,0,0,460,2,58,84.0,0,0,0
Darrell Henderson,LAR,RB,25,10,7,22,17,0,0,0,283,3,70,102,0,57,73.5,0,0,0
Cooper Rush,DAL,QB,29,8,5,0,0,1051,5,161,6,0,9,0,0,57,56.6,3,2,0
Chase Claypool,2TM,WR,24,13,11,72,44,1,1,1,59,0,9,422,1,56,100.1,0,1,1
Dontrell Hilliard,TEN,RB,27,12,1,26,21,0,0,0,145,0,22,177,4,56,77.2,0,0,0
Rashid Shaheed,NOR,WR,24,9,3,19,15,0,0,0,50,1,3,334,2,56,71.4,0,1,0
Russell Gage,TAM,WR,26,10,4,55,40,0,0,0,0,0,0,313,4,55,95.3,0,1,1
Nick Westbrook-Ikhine,TEN,WR,25,14,11,43,22,0,0,0,0,0,0,370,3,55,77.0,0,0,0
Romeo Doubs,GNB,WR,22,10,7,55,36,0,0,0,11,0,1,369,3,54,90.0,0,2,1
Hunter Henry,NWE,TE,28,14,11,46,30,0,0,0,0,0,0,415,2,54,83.5,0,0,0
Tyler Higbee,LAR,TE,29,14,14,86,56,0,0,0,0,0,0,482,1,54,110.2,0,0,0
Kenneth Gainwell,PHI,RB,23,14,0,22,16,0,0,0,188,4,44,104,0,53,69.2,0,0,0
Richie James,NYG,WR,27,14,4,52,42,0,0,0,6,0,2,403,3,53,94.9,0,3,3
Brock Purdy,SFO,QB,23,6,2,0,0,678,6,93,3,1,15,0,0,53,53.4,2,0,0
Mike White,NYJ,QB,27,3,3,0,0,952,3,129,9,1,6,0,0,53,53.0,2,1,0
Michael Gallup,DAL,WR,26,11,8,57,31,0,0,0,0,0,0,339,3,52,82.9,0,0,0
Hayden Hurst,CIN,TE,29,12,12,63,48,0,0,0,0,0,0,400,2,52,100.0,0,0,0
Chigoziem Okonkwo,TEN,TE,23,14,6,36,25,0,0,0,2,0,3,374,2,52,76.6,0,0,0
DeVante Parker,NWE,WR,29,12,10,40,25,0,0,0,0,0,0,460,1,52,77.0,0,0,0
Kalif Raymond,DET,WR,28,14,6,54,39,0,0,0,24,0,5,454,0,52,90.8,0,3,1
Allen Robinson,LAR,WR,29,10,10,52,33,0,0,0,0,0,0,339,3,52,84.9,0,0,0
Jordan Akins,HOU,TE,30,12,2,40,28,0,0,0,0,0,0,348,3,51,78.8,0,1,1
Will Dissly,SEA,TE,26,14,14,37,33,0,0,0,0,0,0,330,3,51,84.0,0,0,0
Mike Gesicki,MIA,TE,27,14,1,40,25,0,0,0,0,0,0,274,4,51,76.4,0,0,0
DJ Chark,DET,WR,26,8,7,39,21,0,0,0,0,0,0,324,3,50,71.4,0,0,0
Austin Hooper,TEN,TE,28,14,2,47,34,0,0,0,0,0,0,380,2,50,84.0,0,0,0
Treylon Burks,TEN,WR,22,8,4,37,25,0,0,0,12,0,2,359,1,49,74.1,0,0,0
Alexander Mattison,MIN,RB,24,14,0,16,13,0,0,0,174,3,52,78,1,49,62.2,0,0,0
Gus Edwards,BAL,RB,27,6,3,2,0,0,0,0,316,3,69,0,0,48,47.6,0,1,1
Chuba Hubbard,CAR,RB,23,12,1,13,11,0,0,0,260,2,59,118,0,48,58.8,0,1,1
Cade Otton,TAM,TE,23,13,8,51,37,0,0,0,0,0,0,357,2,48,84.7,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Kyle Pitts,ATL,TE,22,10,10,59,28,0,0,0,0,0,0,356,2,48,75.6,0,0,0
Trent Sherfield,MIA,WR,26,14,3,43,26,0,0,0,0,0,0,362,2,48,74.2,0,0,0
Jaylen Warren,PIT,RB,24,13,0,24,21,0,0,0,244,1,53,178,0,48,69.2,0,1,0
Quez Watkins,PHI,WR,24,14,7,41,30,0,0,0,1,0,3,321,3,48,78.2,0,1,1
Elijah Moore,NYJ,WR,22,13,7,59,32,0,0,0,5,0,5,402,1,47,78.7,0,0,0
Rondale Moore,ARI,WR,22,8,8,56,41,0,0,0,-5,0,6,414,1,47,87.9,0,0,0
Jamal Agnew,JAX,WR,27,12,0,27,20,0,0,0,92,0,10,167,3,46,65.9,0,0,0
Terrace Marshall Jr.,CAR,WR,22,11,7,38,22,0,0,0,0,0,0,397,1,46,67.7,0,0,0
Demarcus Robinson,BAL,WR,28,14,4,62,44,0,0,0,0,0,0,419,1,46,89.9,0,2,1
Robert Woods,TEN,WR,30,14,12,72,40,0,0,0,0,0,0,418,1,46,85.8,0,1,1
Ben Skowronek,LAR,WR,25,14,11,61,39,0,0,0,17,1,1,376,0,45,84.3,0,0,0
Nelson Agholor,NWE,WR,29,13,6,51,31,0,0,0,0,0,0,362,2,44,75.2,0,2,2
Randall Cobb,GNB,WR,32,10,2,44,29,0,0,0,0,0,0,381,1,44,73.1,0,1,0
Julio Jones,TAM,WR,33,8,3,39,22,0,0,0,32,0,4,284,2,44,65.6,0,0,0
Foster Moreau,LVR,TE,25,12,11,47,27,0,0,0,2,0,0,336,2,44,70.8,0,1,1
Robert Tonyan,GNB,TE,28,14,3,58,46,0,0,0,0,0,0,376,1,44,89.6,0,0,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
Greg Dortch,ARI,WR,24,13,2,39,34,0,0,0,4,0,2,324,2,43,76.8,0,1,1
Greg Dulcich,DEN,TE,22,9,5,47,29,0,0,0,0,0,0,372,1,43,72.2,0,0,0
Joe Flacco,NYJ,QB,37,4,3,0,0,902,5,158,6,0,3,0,0,43,42.7,3,5,4
Caleb Huntley,ATL,RB,24,12,0,2,2,0,0,0,366,1,76,3,0,43,44.9,0,1,0
Sam Darnold,CAR,QB,25,3,3,0,0,509,3,66,35,1,9,0,0,42,41.9,0,1,0
Deon Jackson,IND,RB,23,13,2,23,21,0,0,0,191,1,57,125,1,42,62.6,0,1,1
Jelani Woods,IND,TE,24,12,0,27,18,0,0,0,0,0,0,241,3,42,60.1,0,1,0
Chase Edmonds,2TM,RB,26,10,2,19,11,0,0,0,135,2,46,96,1,41,52.1,0,0,0
Equanimeous St. Brown,CHI,WR,26,14,14,34,18,0,0,0,54,0,6,300,1,41,59.4,0,1,0
Jauan Jennings,SFO,WR,25,13,2,48,30,0,0,0,0,0,0,339,1,40,69.9,0,1,0
Joshua Kelley,LAC,RB,25,10,1,18,11,0,0,0,191,2,46,85,0,40,50.6,0,0,0
Rashod Bateman,BAL,WR,23,6,5,28,15,0,0,0,0,0,0,285,2,39,53.5,0,1,1
Noah Gray,KAN,TE,23,14,7,31,25,0,0,0,1,1,1,265,1,39,63.6,0,0,0
Van Jefferson,LAR,WR,26,8,6,29,15,0,0,0,0,0,0,212,3,39,54.2,0,0,0
P.J. Walker,CAR,QB,27,6,5,0,0,731,3,106,39,0,6,0,0,39,39.1,3,0,0
Bailey Zappe,NWE,QB,23,4,2,1,1,781,5,92,0,0,10,-6,0,39,39.6,3,4,3
Daniel Bellinger,NYG,TE,22,10,9,30,25,0,0,0,2,1,1,199,2,38,63.1,0,0,0
Nyheim Hines,2TM,RB,26,14,5,35,29,0,0,0,31,1,23,232,1,38,67.3,0,1,0
Isaiah Hodgins,2TM,WR,24,8,4,31,25,0,0,0,0,0,0,261,2,38,63.1,0,1,1
Justin Jackson,DET,RB,26,14,0,17,11,0,0,0,169,1,40,90,1,38,48.9,0,0,0
Zonovan Knight,NYJ,RB,21,4,3,10,10,0,0,0,253,1,59,68,0,38,48.1,0,1,0
Laviska Shenault Jr.,CAR,WR,24,10,1,25,21,0,0,0,57,1,7,198,1,38,58.5,0,0,0
Braxton Berrios,NYJ,WR,27,14,2,31,17,2,1,1,91,2,9,121,0,37,54.3,0,2,0
Isaiah Likely,BAL,TE,22,13,1,40,24,0,0,0,0,0,0,254,2,37,61.4,0,0,0
Dante Pettis,CHI,WR,27,14,5,29,15,0,0,0,37,0,2,215,2,37,52.2,0,1,0
Damiere Byrd,ATL,WR,29,11,3,18,10,0,0,0,0,0,0,241,2,36,46.1,0,0,0
Jamycal Hasty,JAX,RB,26,14,0,16,13,0,0,0,146,1,30,92,1,36,48.8,0,0,0
Jarvis Landry,NOR,WR,30,9,3,39,25,0,0,0,0,0,0,272,1,35,60.2,0,1,0
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
Mark Ingram,NOR,RB,33,10,3,18,16,0,0,0,233,1,62,68,0,34,50.1,0,2,2
Darren Waller,LVR,TE,30,6,5,27,19,0,0,0,0,0,0,223,2,34,53.3,0,0,0
Deshaun Watson,CLE,QB,27,3,3,0,0,568,2,92,76,0,19,0,0,34,34.3,2,0,0
Justin Watson,KAN,WR,26,14,4,26,13,0,0,0,0,0,0,221,2,34,47.1,0,0,0
Tutu Atwell,LAR,WR,23,10,2,25,12,0,0,0,23,0,8,247,1,33,45.0,0,0,0
Rex Burkhead,HOU,RB,32,13,0,42,31,0,0,1,80,0,26,186,1,33,63.6,0,0,0
Colt McCoy,ARI,QB,36,4,3,0,0,780,1,132,36,0,14,0,0,33,32.8,3,2,0
Tre'Quan Smith,NOR,WR,26,12,4,26,18,0,0,0,0,0,0,272,1,33,51.2,0,0,0
