Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Standard,PPR,Int,Fumbles,FumblesLost
Matt Ryan,IND,QB,37,8,8,0,0,2230,10,325,49,1,16,0,0,116,116.1,9,11,3
Russell Wilson,DEN,QB,34,8,8,1,1,1980,7,270,121,1,32,1,0,115,116.4,5,4,0
Davis Mills,HOU,QB,24,9,9,0,0,1975,11,295,28,0,12,0,0,106,105.8,9,4,1
Carson Wentz,WAS,QB,30,6,6,0,0,1489,10,232,79,0,19,0,0,97,97.5,6,6,1
Andy Dalton,NOR,QB,35,7,7,0,0,1559,11,217,34,0,17,0,0,96,95.8,7,3,1
Matthew Stafford,LAR,QB,34,8,8,0,0,1928,8,285,5,1,12,0,0,94,93.6,8,5,3
Ryan Tannehill,TEN,QB,34,7,7,0,0,1352,8,182,41,1,21,0,0,88,88.2,3,2,1
Jonathan Taylor,IND,RB,23,7,7,27,18,0,0,0,609,2,129,87,0,78,95.6,0,2,2
James Robinson,2TM,RB,24,9,5,14,11,0,0,0,405,3,99,51,2,76,86.6,0,1,0
Cordarrelle Patterson,ATL,RB,31,6,5,9,6,0,0,0,402,5,76,39,0,74,80.1,0,0,0
Devin Singletary,BUF,RB,25,9,9,37,28,0,0,0,394,2,92,207,1,74,102.1,0,2,2
Najee Harris,PIT,RB,24,9,9,29,24,4,0,1,460,1,128,112,2,73,97.4,0,2,1
Ezekiel Elliott,DAL,RB,27,7,7,8,6,0,0,0,443,4,109,32,0,72,77.5,0,0,0
Michael Carter,NYJ,RB,23,9,7,32,25,0,0,0,330,3,85,196,0,71,95.6,0,1,0
D'Onta Foreman,CAR,RB,26,10,3,7,4,0,0,0,426,4,91,25,0,71,75.1,0,0,0
Zach Wilson,NYJ,QB,23,6,6,1,1,1202,4,167,68,1,21,2,1,71,72.1,5,1,1
Baker Mayfield,CAR,QB,27,6,5,0,0,1117,6,173,40,1,14,0,0,69,68.7,4,6,1
Kenny Pickett,PIT,QB,24,6,5,0,0,1161,2,195,149,3,27,0,0,69,69.3,8,3,1
Kareem Hunt,CLE,RB,27,9,0,24,20,0,0,0,314,3,83,127,1,68,88.1,0,0,0
David Montgomery,CHI,RB,25,9,9,17,15,0,0,0,434,2,115,150,0,68,83.4,0,1,1
Garrett Wilson,NYJ,WR,22,9,5,68,42,0,0,0,5,0,2,521,2,65,106.6,0,1,0
Tyler Allgeier,ATL,RB,22,9,4,9,9,0,0,0,443,1,102,78,1,64,73.1,0,0,0
Michael Pittman Jr.,IND,WR,25,9,9,85,61,0,0,0,0,0,0,603,1,64,125.3,0,2,1
DeVonta Smith,PHI,WR,24,9,9,61,46,0,0,0,0,0,0,481,3,64,110.1,0,1,1
D'Andre Swift,DET,RB,23,6,4,24,17,0,0,0,253,2,40,150,2,64,81.3,0,0,0
James Conner,ARI,RB,27,7,7,27,22,0,0,0,314,3,82,139,0,63,85.3,0,1,0
Kenyan Drake,BAL,RB,28,7,4,11,9,0,0,0,344,3,73,45,1,63,71.9,0,0,0
Jerry Jeudy,DEN,WR,23,9,9,55,30,0,0,0,1,0,1,449,3,63,93.0,0,0,0
Jakobi Meyers,NWE,WR,26,7,6,52,40,0,0,0,9,0,2,457,3,63,102.6,0,1,1
Eno Benjamin,ARI,RB,23,10,3,33,24,0,0,0,299,2,70,184,0,62,86.3,0,0,0
AJ Dillon,GNB,RB,24,10,2,25,16,0,0,0,454,1,111,99,0,61,77.3,0,1,0
Dak Prescott,DAL,QB,29,4,4,0,0,856,6,127,51,1,14,0,0,61,61.3,4,0,0
Adam Thielen,MIN,WR,32,9,9,64,43,0,0,0,0,0,0,467,2,61,103.7,0,0,0
Courtland Sutton,DEN,WR,27,9,9,73,41,0,0,0,5,0,1,533,1,60,100.8,0,0,0
Mac Jones,NWE,QB,24,6,6,0,0,1140,4,168,78,1,25,0,0,59,59.4,7,2,1
Drake London,ATL,WR,21,10,8,62,38,0,0,0,0,0,0,407,3,59,96.7,0,1,1
Parris Campbell,IND,WR,25,10,9,54,39,0,0,0,29,0,2,373,3,58,97.2,0,0,0
Taylor Heinicke,WAS,QB,29,4,4,0,0,840,5,121,60,1,17,0,0,56,55.6,4,1,1
Darrell Henderson,LAR,RB,25,9,6,22,17,0,0,0,274,3,68,102,0,56,72.6,0,0,0
Melvin Gordon,DEN,RB,29,9,5,27,20,0,0,0,287,2,82,184,0,55,75.1,0,4,2
Cooper Rush,DAL,QB,29,6,5,0,0,1020,5,156,6,0,9,0,0,55,55.4,3,2,0
Chris Godwin,TAM,WR,26,8,7,73,48,0,0,0,5,0,3,475,1,54,102.0,0,0,0
Mack Hollins,LVR,WR,29,9,8,50,30,4,0,1,0,0,1,416,2,54,83.8,0,0,0
Damien Harris,NWE,RB,25,7,6,14,11,0,0,0,302,3,71,47,0,53,63.9,0,0,0
Darnell Mooney,CHI,WR,25,10,10,56,36,0,0,0,2,0,1,464,1,53,88.6,0,0,0
DeAndre Hopkins,ARI,WR,30,4,4,46,36,0,0,0,0,0,0,396,2,52,87.6,0,1,0
George Pickens,PIT,WR,21,9,5,47,29,0,0,0,24,1,3,370,1,51,80.4,0,0,0
Mitchell Trubisky,PIT,QB,28,5,4,0,0,797,3,128,29,1,13,0,0,51,50.8,2,0,0
Zay Jones,JAX,WR,27,9,8,65,47,0,0,0,21,0,3,417,1,50,96.8,0,0,0
Donovan Peoples-Jones,CLE,WR,23,9,7,55,35,0,0,0,2,0,1,516,0,50,84.8,0,1,1
Marquez Valdes-Scantling,KAN,WR,28,9,6,43,26,0,0,0,-3,0,1,441,1,50,75.8,0,0,0
Chase Claypool,2TM,WR,24,10,8,58,35,1,1,1,59,0,9,332,1,49,84.1,0,0,0
Romeo Doubs,GNB,WR,22,9,7,50,31,0,0,0,11,0,1,314,3,49,79.5,0,2,1
Isaiah McKenzie,BUF,WR,27,8,6,35,24,0,0,0,35,1,5,219,3,49,73.4,0,0,0
Diontae Johnson,PIT,WR,26,9,9,81,47,0,0,0,22,0,5,435,0,48,94.7,0,1,0
Rondale Moore,ARI,WR,22,7,7,56,41,0,0,0,1,0,5,414,1,48,88.5,0,0,0
Rashaad Penny,SEA,RB,26,5,5,5,4,0,0,0,346,2,57,16,0,48,52.2,0,1,0
Josh Reynolds,DET,WR,27,7,7,42,26,0,0,0,0,0,0,357,2,48,73.7,0,0,0
Corey Davis,NYJ,WR,27,7,5,34,19,0,0,0,0,0,0,351,2,47,66.1,0,0,0
Brandin Cooks,HOU,WR,29,8,8,60,36,0,0,0,5,0,1,391,1,46,81.6,0,0,0
Pat Freiermuth,PIT,TE,24,8,5,55,36,0,0,0,0,0,0,403,1,46,82.3,0,0,0
Alec Pierce,IND,WR,22,9,7,42,25,0,0,0,0,0,0,396,1,46,70.6,0,1,0
Olamide Zaccheaus,ATL,WR,25,10,7,29,24,0,0,0,-6,0,1,365,2,46,69.9,0,1,1
Joe Flacco,NYJ,QB,37,3,3,0,0,901,5,155,6,0,3,0,0,45,44.6,3,4,3
Dontrell Hilliard,TEN,RB,27,8,1,20,15,0,0,0,123,0,18,146,3,45,59.9,0,0,0
David Njoku,CLE,TE,26,7,7,42,34,0,0,0,-6,0,1,418,1,45,79.2,0,1,1
Josh Palmer,LAC,WR,24,8,8,58,37,0,0,0,4,0,1,390,1,45,82.4,0,0,0
Darius Slayton,NYG,WR,25,8,4,28,19,0,0,0,0,0,0,327,2,45,63.7,0,0,0
Christian Watson,GNB,WR,23,7,4,22,14,0,0,0,19,1,3,195,3,45,59.4,0,0,0
DeAndre Carter,LAC,WR,29,9,6,38,28,0,0,0,-5,0,1,346,2,44,72.1,0,1,1
Will Dissly,SEA,TE,26,10,10,28,26,0,0,0,0,0,0,258,3,44,69.8,0,0,0
George Kittle,SFO,TE,29,7,7,41,29,0,0,0,0,0,0,340,2,44,73.0,0,1,1
Latavius Murray,2TM,RB,32,5,0,10,8,0,0,0,217,3,57,41,0,44,51.8,0,0,0
Jameis Winston,NOR,QB,28,3,3,0,0,858,4,115,16,0,5,0,0,44,43.9,5,3,0
Evan Engram,JAX,TE,28,10,7,51,36,0,0,0,0,0,1,352,1,43,79.2,0,0,0
Kyle Pitts,ATL,TE,22,9,9,54,25,0,0,0,0,0,0,313,2,43,68.3,0,0,0
Brian Robinson Jr.,WAS,RB,23,6,4,4,4,0,0,0,305,2,93,7,0,43,47.2,0,0,0
Jahan Dotson,WAS,WR,22,5,3,23,13,0,0,0,-10,0,1,166,4,42,54.6,0,0,0
Hayden Hurst,CIN,TE,29,9,9,48,38,0,0,0,0,0,0,303,2,42,80.3,0,0,0
Nico Collins,HOU,WR,23,7,5,40,23,0,0,0,0,0,0,354,1,41,64.4,0,0,0
Chase Edmonds,2TM,RB,26,9,2,19,11,0,0,0,129,2,44,96,1,41,51.5,0,0,0
Marvin Jones,JAX,WR,32,9,7,50,28,0,0,0,0,0,0,346,1,41,68.6,0,0,0
Allen Robinson,LAR,WR,29,9,9,47,29,0,0,0,0,0,0,292,2,41,70.2,0,0,0
Marquise Goodwin,SEA,WR,32,8,0,22,16,0,0,0,0,0,0,217,3,40,55.7,0,0,0
Alexander Mattison,MIN,RB,24,9,0,13,10,0,0,0,149,2,40,66,1,40,49.5,0,0,0
Jerick McKinnon,KAN,RB,30,9,0,33,25,0,0,0,125,0,33,212,1,40,64.7,0,0,0
Rachaad White,TAM,RB,23,10,1,25,20,0,0,0,222,1,60,135,0,40,59.7,0,1,1
Rashod Bateman,BAL,WR,23,6,5,28,15,0,0,0,0,0,0,285,2,39,53.5,0,1,1
Tyler Higbee,LAR,TE,29,9,9,65,44,0,0,0,0,0,0,385,0,39,82.5,0,0,0
Caleb Huntley,ATL,RB,24,8,0,0,0,0,0,0,331,1,69,0,0,39,39.1,0,1,0
P.J. Walker,CAR,QB,27,6,5,0,0,731,3,106,39,0,6,0,0,39,39.1,3,0,0
Bailey Zappe,NWE,QB,23,4,2,1,1,781,5,92,0,0,10,-6,0,39,39.6,3,4,3
Noah Brown,DAL,WR,26,8,8,42,26,0,0,0,0,0,0,342,1,38,64.2,0,1,1
DeVante Parker,NWE,WR,29,8,7,28,15,0,0,0,0,0,0,321,1,38,53.1,0,0,0
Robert Tonyan,GNB,TE,28,10,3,47,39,0,0,0,0,0,0,323,1,38,77.3,0,0,0
Nick Westbrook-Ikhine,TEN,WR,25,9,7,23,12,0,0,0,0,0,0,257,2,38,49.7,0,0,0
Noah Fant,SEA,TE,25,10,10,38,30,0,0,0,0,0,0,306,1,37,66.6,0,0,0
Kenneth Gainwell,PHI,RB,23,9,0,14,9,0,0,0,129,3,29,50,0,36,44.9,0,0,0
Dawson Knox,BUF,TE,26,8,8,33,24,0,0,0,0,0,0,240,2,36,60.0,0,0,0
Chris Moore,HOU,WR,29,8,2,27,17,0,0,0,2,0,1,241,2,36,53.3,0,0,0
Michael Thomas,NOR,WR,29,3,3,22,16,0,0,0,0,0,0,171,3,35,51.1,0,0,0
K.J. Osborn,MIN,WR,25,9,8,44,25,0,0,0,1,0,2,220,2,34,59.1,0,0,0
Cade Otton,TAM,TE,23,9,6,35,26,0,0,0,0,0,0,281,1,34,60.1,0,0,0
Daniel Bellinger,NYG,TE,22,7,6,18,16,0,0,0,2,1,1,152,2,33,49.4,0,0,0
Greg Dortch,ARI,WR,24,10,2,29,25,0,0,0,4,0,2,221,2,33,57.5,0,1,1
Isaiah Likely,BAL,TE,22,9,1,30,17,0,0,0,0,0,0,205,2,33,49.5,0,0,0
Isiah Pacheco,KAN,RB,22,9,3,3,3,0,0,0,279,1,60,13,0,33,36.2,0,3,1
Dante Pettis,CHI,WR,27,10,3,21,12,0,0,0,37,0,2,176,2,33,45.3,0,1,0
Damiere Byrd,ATL,WR,29,7,3,14,7,0,0,0,0,0,0,200,2,32,39.0,0,0,0
Julio Jones,TAM,WR,33,5,2,21,11,0,0,0,17,0,3,178,2,32,42.5,0,0,0
Samaje Perine,CIN,RB,27,9,0,22,18,0,0,0,133,0,25,126,1,32,49.9,0,0,0
Ben Skowronek,LAR,WR,25,9,6,39,26,0,0,0,17,1,1,245,0,32,58.2,0,0,0
Tre'Quan Smith,NOR,WR,26,8,3,25,17,0,0,0,0,0,0,264,1,32,49.4,0,0,0
Jaylen Warren,PIT,RB,24,9,0,17,15,0,0,0,190,0,38,128,0,32,46.8,0,1,0
Braxton Berrios,NYJ,WR,27,9,1,17,12,2,1,1,82,2,7,69,0,31,43.2,0,0,0
James Cook,BUF,RB,23,9,0,12,7,0,0,0,169,1,33,96,0,31,37.5,0,1,1
Kalif Raymond,DET,WR,28,9,3,31,23,0,0,0,23,0,3,302,0,31,53.5,0,1,1
Laviska Shenault Jr.,CAR,WR,24,6,1,14,11,0,0,0,48,1,5,141,1,31,41.9,0,0,0
Trent Sherfield,MIA,WR,26,10,1,30,22,0,0,0,0,0,0,247,1,31,52.7,0,0,0
Robert Woods,TEN,WR,30,9,7,43,24,0,0,0,0,0,0,266,1,31,54.6,0,1,1
Rex Burkhead,HOU,RB,32,9,0,35,27,0,0,1,83,0,24,159,1,30,57.2,0,0,0
Hunter Henry,NWE,TE,28,9,8,28,19,0,0,0,0,0,0,240,1,30,49.0,0,0,0
Deon Jackson,IND,RB,23,9,2,17,16,0,0,0,123,1,41,121,0,30,46.4,0,0,0
Terrace Marshall Jr.,CAR,WR,22,7,3,25,14,0,0,0,0,0,0,244,1,30,44.4,0,0,0
Dalton Schultz,DAL,TE,26,7,7,37,26,0,0,0,0,0,0,257,1,30,55.7,0,1,1
Jordan Akins,HOU,TE,30,7,0,18,14,0,0,0,0,0,0,231,1,29,43.1,0,0,0
Teddy Bridgewater,MIA,QB,30,4,1,0,0,522,3,60,21,0,2,0,0,29,29.0,3,0,0
Russell Gage,TAM,WR,26,7,4,40,29,0,0,0,0,0,0,231,1,29,58.1,0,1,1
Nyheim Hines,2TM,RB,26,9,4,30,26,0,0,0,36,1,18,197,0,29,55.3,0,1,0
J.D. McKissic,WAS,RB,29,8,0,40,27,0,0,0,95,0,22,173,0,29,55.8,0,0,0
Irv Smith Jr.,MIN,TE,24,7,0,33,22,0,0,0,0,0,0,168,2,29,50.8,0,1,0
J.K. Dobbins,BAL,RB,24,4,4,6,6,0,0,0,123,1,35,39,1,28,34.2,0,0,0
Mark Ingram,NOR,RB,33,8,3,12,11,0,0,0,196,1,51,46,0,28,39.2,0,2,2
Equanimeous St. Brown,CHI,WR,26,10,10,25,11,0,0,0,53,0,5,164,1,28,38.7,0,1,0
Mo Alie-Cox,IND,TE,29,10,7,18,13,0,0,0,0,0,0,149,2,27,39.9,0,0,0
Rashid Shaheed,NOR,WR,24,5,1,6,5,0,0,0,44,1,1,103,1,27,31.7,0,0,0
Randall Cobb,GNB,WR,32,6,1,26,18,0,0,0,0,0,0,257,0,26,43.7,0,1,0
Noah Gray,KAN,TE,23,9,4,19,14,0,0,0,1,1,1,143,1,26,40.4,0,0,0
KhaDarel Hodge,ATL,WR,27,10,1,16,11,0,0,0,0,0,0,184,1,26,37.4,0,0,0
Foster Moreau,LVR,TE,25,7,6,31,20,0,0,0,2,0,0,218,1,26,46.0,0,1,1
Javonte Williams,DEN,RB,22,4,4,22,16,0,0,0,204,0,47,76,0,26,42.0,0,1,1
Jelani Woods,IND,TE,24,9,0,13,7,0,0,0,0,0,0,79,3,26,32.9,0,0,0
Nelson Agholor,NWE,WR,29,8,3,21,15,0,0,0,0,0,0,227,1,25,39.7,0,2,2
Dyami Brown,WAS,WR,23,8,0,11,4,0,0,0,0,0,0,126,2,25,28.6,0,0,0
Greg Dulcich,DEN,TE,22,4,2,21,13,0,0,0,0,0,0,193,1,25,38.3,0,0,0
Gus Edwards,BAL,RB,27,2,1,1,0,0,0,0,131,2,27,0,0,25,25.1,0,0,0
Robbie Anderson,2TM,WR,29,10,6,34,14,0,0,0,0,0,0,202,1,24,38.2,0,1,1
Darren Waller,LVR,TE,30,5,4,24,16,0,0,0,0,0,0,175,1,24,39.5,0,0,0
Jamal Agnew,JAX,WR,27,8,0,15,10,0,0,0,29,0,5,82,2,23,33.1,0,0,0
Cam Akers,LAR,RB,23,7,2,6,2,0,0,0,176,1,62,18,0,23,25.4,0,1,1
Michael Gallup,DAL,WR,26,6,4,30,16,0,0,0,0,0,0,170,1,23,39.0,0,0,0
Kylen Granson,IND,TE,24,10,3,31,24,0,0,0,0,0,1,233,0,23,47.3,0,1,0
O.J. Howard,HOU,TE,28,9,8,16,8,0,0,0,0,0,0,110,2,23,31.0,0,0,0
Jarvis Landry,NOR,WR,30,5,1,27,18,0,0,0,0,0,0,205,0,23,40.5,0,0,0
Colby Parkinson,SEA,TE,23,10,0,16,13,0,0,0,0,0,0,172,1,23,36.2,0,0,0
Quez Watkins,PHI,WR,24,9,3,17,12,0,0,0,-3,0,1,193,1,23,35.0,0,1,1
Justin Watson,KAN,WR,26,9,0,15,7,0,0,0,0,0,0,113,2,23,30.3,0,0,0
Phillip Dorsett,HOU,WR,29,8,2,21,9,0,0,0,0,0,0,157,1,22,30.7,0,0,0
Jauan Jennings,SFO,WR,25,8,1,28,18,0,0,0,0,0,0,220,0,22,40.0,0,0,0
Kyle Juszczyk,SFO,RB,31,8,5,15,11,0,0,0,10,1,3,153,0,22,33.3,0,0,0
Joshua Kelley,LAC,RB,25,6,0,10,7,0,0,0,104,1,23,56,0,22,29.0,0,0,0
Ray-Ray McCloud,SFO,WR,26,9,2,16,10,0,0,0,0,0,0,162,1,22,32.2,0,2,0
Craig Reynolds,DET,RB,26,8,0,10,9,0,0,0,102,0,23,116,0,22,30.8,0,0,0
Tyquan Thornton,NWE,WR,22,5,2,19,9,0,0,0,16,1,3,81,1,22,30.7,0,0,0
Marquez Callaway,NOR,WR,24,9,3,29,15,0,0,0,0,0,0,152,1,21,36.2,0,0,0
Alec Ingold,MIA,RB,26,10,9,12,10,0,0,0,6,1,5,83,1,21,30.9,0,0,0
Demarcus Robinson,BAL,WR,28,9,1,29,16,0,0,0,0,0,0,152,1,21,37.2,0,0,0
Sterling Shepard,NYG,WR,29,3,2,24,13,0,0,0,0,0,0,154,1,21,34.4,0,0,0
